Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,LU - BYU,,
,,2:05,Turnover > Any Type > Sara Hamson,,,
,,2:05,Misc Stat > Steal > Casey Collier,,,
LU,2,1:58,24 Casey Collier > Transition > Ballhandler > To Basket > Miss 2 Pts,21,-,37
,,1:58,Shot > Casey Collier > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:55,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,2,1:48,12 Lauren Gustin > No Play Type > Turnover,21,-,37
,,1:48,Turnover > Any Type > Lauren Gustin,,,
,,1:48,Misc Stat > Steal > Maddie Cook,,,
LU,2,1:44,24 Casey Collier > ISO > Right > Drives Right > To Basket > Miss 2 Pts,21,-,37
,,1:44,Shot > Casey Collier > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:41,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,2,1:26,12 Lauren Gustin > No Play Type > To Basket > Make 2 Pts,21,-,39
,,1:26,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:07,Misc Stat > Assist > Maddie Cook,,,
LU,2,1:07,22 Maddie Cook > ISO > Right > Drives Left > Defense Commits,24,-,39
,,,Ball Delivered,,,
,,,23 Jaylin Holcomb > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,1:07,Shot > Jaylin Holcomb > Any Type > 3 Point Attempt > Make 3 Pts,,,
BYU,2,0:52,3 Nani Falatea > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,24,-,39
,,0:52,Shot > Nani Falatea > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:50,Misc Stat > Team Defensive Rebound > Away,,,
LU,2,0:40,22 Maddie Cook > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,27,-,39
,,,Ball Delivered,,,
,,,23 Jaylin Holcomb > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,0:40,Shot > Jaylin Holcomb > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,0:40,Misc Stat > Assist > Maddie Cook,,,
BYU,2,0:22,5 Maria Albiero > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts,27,-,39
,,0:22,Player Movement > Sub In > Away Player > Diana Saleh,,,
,,0:22,Personal Foul > Defensive - Any > Casey Collier,,,
,,0:22,Player Movement > Sub In > Away Player > Blythe Pearson,,,
,,0:22,Player Movement > Sub In > Home Player > Paisley Johnson,,,
BYU,2,0:22,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,27,-,39
,,0:22,Player Movement > Sub Out > Away Player > Jordan Peete,,,
,,0:22,Player Movement > Sub Out > Away Player > Bella Vinson,,,
,,0:22,Player Movement > Sub Out > Home Player > Maria Albiero,,,
BYU,2,0:05,22 Sara Hamson > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,27,-,41
,,0:05,Shot > Sara Hamson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:06,Misc Stat > Offensive Rebound > Sara Hamson,,,
,,0:00,Misc Stat > Defensive Rebound > Lauren Gustin,,,
LU,2,0:00,23 Jaylin Holcomb > No Play Type > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,27,-,41
,,0:00,Shot > Jaylin Holcomb > Any Type > 3 Point Attempt > Miss 3 Pts,,,
Play By Play (3rd),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,LU - BYU,,
BYU,3,9:50,13 Paisley Johnson > Spot-Up > Drives Right > To Basket > Miss 2 Pts,27,-,41
,,9:50,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,10:00,Player Movement > Sub Out > Home Player > Nani Falatea,,,
,,10:00,Player Movement > Sub In > Away Player > Jordan Peete,,,
,,10:00,Player Movement > Sub Out > Home Player > Sara Hamson,,,
,,10:00,Player Movement > Sub Out > Away Player > Maddie Cook,,,
,,10:00,Player Movement > Sub Out > Away Player > Diana Saleh,,,
,,10:00,Player Movement > Sub In > Home Player > Tegan Graham,,,
,,10:00,Player Movement > Sub In > Home Player > Maria Albiero,,,
,,10:00,Player Movement > Sub In > Away Player > Bella Vinson,,,
BYU,3,9:45,12 Lauren Gustin > Offensive Rebound > Long > Run Offense,27,-,41
,,9:45,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,3,9:39,12 Lauren Gustin > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Foul,27,-,42
,,9:39,Personal Foul > Defensive - Any > Blythe Pearson,,,
BYU,3,9:39,12 Lauren Gustin > Non Possession > Free Throw,27,-,42
,,9:39,Shot > Lauren Gustin > Free Throw > Missed,,,
,,9:39,Misc Stat > Team Offensive Rebound > Home,,,
BYU,3,9:39,12 Lauren Gustin > Non Possession > Free Throw,27,-,42
,,9:39,Shot > Lauren Gustin > Free Throw > Made,,,
LU,3,9:15,24 Casey Collier > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits,30,-,42
,,,Ball Delivered,,,
,,,21 Bella Vinson > Cut > Basket > Make 2 Pts Foul > 1 Pts,,,
,,9:15,Shot > Bella Vinson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:15,Misc Stat > Assist > Casey Collier,,,
,,9:13,Personal Foul > Defensive - Any > Paisley Johnson,,,
LU,3,9:13,21 Bella Vinson > Non Possession > Free Throw,30,-,42
,,9:13,Shot > Bella Vinson > Free Throw > Made,,,
BYU,3,9:03,12 Lauren Gustin > Post-Up > Right Block > Post Pin > No Dribble Move > To Basket > Make 2 Pts,30,-,44
,,9:03,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:03,Misc Stat > Assist > Paisley Johnson,,,
LU,3,8:48,1 Jordan Peete > P&R Ball Handler > Left P&R > Side > Go Away from Pick > To Basket > Foul,32,-,44
,,8:48,Personal Foul > Defensive - Any > Paisley Johnson,,,
LU,3,8:48,1 Jordan Peete > Non Possession > Free Throw,31,-,44
,,8:48,Shot > Jordan Peete > Free Throw > Made,,,
LU,3,8:48,1 Jordan Peete > Non Possession > Free Throw,32,-,44
,,8:48,Shot > Jordan Peete > Free Throw > Made,,,
BYU,3,8:37,2 Shaylee Gonzales > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,32,-,47
,,8:37,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Make 3 Pts,,,
BYU,3,8:20,10 Tegan Graham > No Play Type > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,32,-,47
,,8:20,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,8:16,Misc Stat > Defensive Rebound > Jordan Peete,,,
LU,3,8:06,21 Bella Vinson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,32,-,47
,,8:06,Shot > Bella Vinson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,7:57,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
,,7:55,Personal Foul > Defensive - Any > Jordan Peete,,,
BYU,3,7:46,13 Paisley Johnson > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,32,-,50
,,,Ball Delivered,,,
,,,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,7:46,Shot > Tegan Graham > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,7:46,Misc Stat > Assist > Paisley Johnson,,,
LU,3,7:26,24 Casey Collier > ISO > Left > Drives Right > Defense Commits,32,-,50
,,,Ball Delivered,,,
,,,21 Bella Vinson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,7:26,Shot > Bella Vinson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,7:22,Misc Stat > Team Defensive Rebound > Home,,,
BYU,3,7:02,2 Shaylee Gonzales > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,32,-,50
,,,Ball Delivered,,,
,,,13 Paisley Johnson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,7:02,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:55,Misc Stat > Defensive Rebound > Jaylin Holcomb,,,
LU,3,6:29,24 Casey Collier > ISO > Top > Drives Left > To Basket > Miss 2 Pts,32,-,50
,,6:29,Shot > Casey Collier > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:23,Misc Stat > Defensive Rebound > Maria Albiero,,,
BYU,3,6:21,2 Shaylee Gonzales > Transition > Right Wing > Dribble Jumper > Long/3pt > Miss 3 Pts,32,-,50
,,6:21,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,6:15,13 Paisley Johnson > Offensive Rebound > Short > Scoring Attempt > Short to < 17' > Miss 2 Pts,32,-,50
,,6:15,Misc Stat > Offensive Rebound > Paisley Johnson,,,
BYU,3,6:08,12 Lauren Gustin > Offensive Rebound > Short > Run Offense,32,-,50
,,6:08,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,3,6:06,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,32,-,53
,,6:06,Shot > Tegan Graham > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,6:06,Misc Stat > Assist > Lauren Gustin,,,
LU,3,5:53,23 Jaylin Holcomb > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,32,-,53
,,5:53,Shot > Jaylin Holcomb > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:06,Player Movement > Sub In > Away Player > Maddie Cook,,,
,,6:06,Player Movement > Sub Out > Away Player > Jordan Peete,,,
,,5:50,Misc Stat > Defensive Rebound > Maria Albiero,,,
BYU,3,5:29,12 Lauren Gustin > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits,32,-,56
,,,Ball Delivered,,,
,,,13 Paisley Johnson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,5:29,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,5:29,Misc Stat > Assist > Tegan Graham,,,
LU,3,5:01,15 Blythe Pearson > Cut > Flash > Make 2 Pts,34,-,56
,,5:01,Shot > Blythe Pearson > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,3,4:51,5 Maria Albiero > Cut > Basket > Make 2 Pts,34,-,58
,,4:51,Shot > Maria Albiero > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,4:51,Misc Stat > Assist > Tegan Graham,,,
LU,3,4:24,22 Maddie Cook > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,34,-,58
,,,Ball Delivered,,,
,,,23 Jaylin Holcomb > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,,,
,,4:24,Shot > Jaylin Holcomb > Any Type > 3 Point Attempt > Miss 3 Pts,,,
LU,3,4:20,22 Maddie Cook > Offensive Rebound > Long > Run Offense,34,-,58
,,4:20,Misc Stat > Offensive Rebound > Maddie Cook,,,
LU,3,4:17,23 Jaylin Holcomb > Cut > Flash > Miss 2 Pts,34,-,58
,,4:17,Shot > Jaylin Holcomb > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:13,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,4:08,10 Tegan Graham > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,34,-,61
,,4:08,Shot > Tegan Graham > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,4:08,Misc Stat > Assist > Shaylee Gonzales,,,
LU,3,3:46,24 Casey Collier > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,37,-,61
,,,Ball Delivered,,,
,,,21 Bella Vinson > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,3:46,Shot > Bella Vinson > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,3:46,Misc Stat > Assist > Casey Collier,,,
BYU,3,3:22,10 Tegan Graham > Post-Up > Flash Middle > Left Shoulder > No Dribble Move > To Jumper > Make 2 Pts,37,-,63
,,3:22,Shot > Tegan Graham > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,3:22,Misc Stat > Assist > Paisley Johnson,,,
LU,3,3:10,15 Blythe Pearson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,37,-,63
,,3:10,Shot > Blythe Pearson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
LU,3,3:06,22 Maddie Cook > Offensive Rebound > Long > Run Offense,37,-,63
,,3:06,Misc Stat > Offensive Rebound > Maddie Cook,,,
LU,3,2:59,23 Jaylin Holcomb > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,40,-,63
,,2:59,Shot > Jaylin Holcomb > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,2:59,Misc Stat > Assist > Casey Collier,,,
BYU,3,2:40,12 Lauren Gustin > Post-Up > Left Block > Defense Commits > Turnover,40,-,63
,,2:40,Player Movement > Sub Out > Away Player > Jaylin Holcomb,,,
,,2:40,Turnover > Any Type > Lauren Gustin,,,
,,2:40,Player Movement > Sub In > Home Player > Kaylee Smiler,,,
,,2:40,Player Movement > Sub In > Home Player > Sara Hamson,,,
,,2:40,Player Movement > Sub In > Away Player > Jordan Peete,,,
,,2:40,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,2:40,Player Movement > Sub Out > Home Player > Lauren Gustin,,,
LU,3,2:22,24 Casey Collier > Cut > Flash > Turnover,40,-,63
,,2:22,Turnover > Any Type > Casey Collier,,,
,,2:22,Misc Stat > Steal > Tegan Graham,,,
BYU,3,2:05,22 Sara Hamson > Post-Up > Left Block > Right Shoulder > No Dribble Move > To Basket > Make 2 Pts,40,-,65
,,2:05,Shot > Sara Hamson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:05,Misc Stat > Assist > Tegan Graham,,,
LU,3,1:47,22 Maddie Cook > ISO > Top > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts,40,-,65
,,1:47,Shot > Maddie Cook > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:47,Misc Stat > Block > Sara Hamson,,,
,,1:42,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,3,1:33,22 Sara Hamson > Post-Up > Left Block > Right Shoulder > No Dribble Move > To Basket > Make 2 Pts,40,-,67
,,1:33,Shot > Sara Hamson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:33,Misc Stat > Assist > Tegan Graham,,,
LU,3,1:11,1 Jordan Peete > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,43,-,67
,,,Ball Delivered,,,
,,,24 Casey Collier > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,1:11,Shot > Casey Collier > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,1:11,Misc Stat > Assist > Jordan Peete,,,
BYU,3,1:01,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,43,-,70
,,1:01,Shot > Tegan Graham > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,1:01,Misc Stat > Assist > Maria Albiero,,,
LU,3,0:45,21 Bella Vinson > No Play Type > To Basket > Make 2 Pts Foul > 1 Pts,45,-,70
,,0:45,Shot > Bella Vinson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:45,Personal Foul > Defensive - Any > Sara Hamson,,,
LU,3,0:45,21 Bella Vinson > Non Possession > Free Throw,46,-,70
,,0:45,Shot > Bella Vinson > Free Throw > Made,,,
BYU,3,0:31,2 Shaylee Gonzales > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,46,-,73
,,0:31,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,0:45,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,0:45,Player Movement > Sub In > Home Player > Shaylee Gonzales,,,
,,0:31,Misc Stat > Assist > Tegan Graham,,,
LU,3,0:20,15 Blythe Pearson > Hand Off > From Dribble > Left > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,49,-,73
,,0:20,Shot > Blythe Pearson > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,0:20,Misc Stat > Assist > Maddie Cook,,,
BYU,3,0:08,5 Maria Albiero > Transition > Trailer > Dribble Jumper > Short to < 17' > Miss 2 Pts,49,-,73
,,0:08,Shot > Maria Albiero > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:00,Misc Stat > Defensive Rebound > Blythe Pearson,,,
Play By Play (4th),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,LU - BYU,,
LU,4,9:51,15 Blythe Pearson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,52,-,73
,,9:51,Shot > Blythe Pearson > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,9:51,Misc Stat > Assist > Casey Collier,,,
BYU,4,9:31,5 Maria Albiero > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover,52,-,73
,,9:31,Misc Stat > Steal > Bella Vinson,,,
,,9:31,Turnover > Any Type > Maria Albiero,,,
LU,4,9:19,24 Casey Collier > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Defense Commits,52,-,73
,,,Ball Delivered,,,
,,,21 Bella Vinson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,9:19,Shot > Bella Vinson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,9:15,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,4,8:58,10 Tegan Graham > Spot-Up > Drives Right > To Basket > Miss 2 Pts,52,-,73
,,8:58,Shot > Tegan Graham > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:54,Misc Stat > Defensive Rebound > Maddie Cook,,,
LU,4,8:40,24 Casey Collier > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,52,-,73
,,,Ball Delivered,,,
,,,1 Jordan Peete > Spot-Up > Drives Left > To Basket > Miss 2 Pts,,,
,,8:40,Shot > Jordan Peete > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:37,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,4,8:30,11 Kaylee Smiler > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts,52,-,73
,,8:30,Player Movement > Sub Out > Home Player > Tegan Graham,,,
,,8:30,Player Movement > Sub In > Away Player > Jaylin Holcomb,,,
,,8:30,Player Movement > Sub Out > Away Player > Casey Collier,,,
,,8:30,Player Movement > Sub In > Home Player > Lauren Gustin,,,
,,8:30,Player Movement > Sub In > Home Player > Paisley Johnson,,,
,,8:30,Player Movement > Sub Out > Home Player > Maria Albiero,,,
BYU,4,8:27,11 Kaylee Smiler > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,52,-,73
,,8:27,Shot > Kaylee Smiler > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,4,8:21,12 Lauren Gustin > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,52,-,75
,,8:21,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,8:22,Misc Stat > Offensive Rebound > Lauren Gustin,,,
LU,4,7:56,1 Jordan Peete > ISO > Left > Drives Right > Turnover,52,-,75
,,7:56,Misc Stat > Steal > Sara Hamson,,,
,,7:56,Turnover > Any Type > Jordan Peete,,,
BYU,4,7:41,13 Paisley Johnson > Non Possession > Non Shooting Foul,52,-,75
,,7:41,Personal Foul > Defensive - Any > Jaylin Holcomb,,,
BYU,4,7:41,13 Paisley Johnson > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts,52,-,75
,,7:41,Player Movement > Sub Out > Home Player > Sara Hamson,,,
,,7:41,Player Movement > Sub In > Away Player > Diana Saleh,,,
,,7:41,Player Movement > Sub Out > Away Player > Bella Vinson,,,
,,7:41,Player Movement > Sub In > Home Player > Emma Calvert,,,
,,7:41,Player Movement > Sub In > Away Player > Taylor Hammack,,,
,,7:41,Player Movement > Sub Out > Away Player > Maddie Cook,,,
,,7:35,Misc Stat > Team Offensive Rebound > Home,,,
BYU,4,7:34,2 Shaylee Gonzales > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,52,-,75
,,7:34,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,4,7:30,13 Paisley Johnson > Offensive Rebound > Short > Run Offense,52,-,75
,,7:30,Misc Stat > Offensive Rebound > Paisley Johnson,,,
BYU,4,7:27,12 Lauren Gustin > Cut > Basket > Miss 2 Pts,52,-,75
,,7:27,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,4,7:18,13 Paisley Johnson > P&R Ball Handler > Left P&R > Side > Defense Commits,52,-,75
,,,Ball Delivered,,,
,,,2 Shaylee Gonzales > Spot-Up > Drives Right > To Basket > Foul,,,
,,7:18,Personal Foul > Defensive - Any > Jaylin Holcomb,,,
BYU,4,7:18,2 Shaylee Gonzales > Non Possession > Free Throw,52,-,75
,,7:18,Shot > Shaylee Gonzales > Free Throw > Missed,,,
,,7:18,Misc Stat > Team Offensive Rebound > Home,,,
BYU,4,7:18,2 Shaylee Gonzales > Non Possession > Free Throw,52,-,76
,,7:18,Shot > Shaylee Gonzales > Free Throw > Made,,,
LU,4,7:18,32 Katherine Weakley > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,52,-,76
,,7:18,Player Movement > Sub In > Away Player > Maddie Cook,,,
,,7:18,Player Movement > Sub Out > Away Player > Jordan Peete,,,
,,7:18,Player Movement > Sub Out > Away Player > Jaylin Holcomb,,,
,,7:18,Player Movement > Sub In > Away Player > Katherine Weakley,,,
,,6:49,Turnover > Specify Turnover Type > Team Turnover > Away Team,,,
BYU,4,6:30,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,52,-,76
,,6:30,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:30,Misc Stat > Block > Taylor Hammack,,,
,,6:25,Misc Stat > Defensive Rebound > Taylor Hammack,,,
LU,4,6:24,15 Blythe Pearson > Transition > Ballhandler > Turnover,52,-,76
,,6:24,Turnover > Any Type > Blythe Pearson,,,
BYU,4,6:19,25 Emma Calvert > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,52,-,76
,,6:19,Shot > Emma Calvert > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:24,Player Movement > Sub Out > Home Player > Kaylee Smiler,,,
,,6:24,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,6:24,Player Movement > Sub In > Home Player > Arielle Mackeywilliams,,,
,,6:24,Player Movement > Sub In > Home Player > Nani Falatea,,,
,,6:14,Misc Stat > Defensive Rebound > Taylor Hammack,,,
BYU,4,6:05,3 Nani Falatea > Transition > First Middle > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts,52,-,76
,,6:05,Shot > Nani Falatea > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,4,6:03,12 Lauren Gustin > Offensive Rebound > Short > Run Offense,52,-,76
,,6:03,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,4,5:59,4 Arielle MackeyWilliams > No Play Type > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,52,-,76
,,5:59,Shot > Arielle Mackeywilliams > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:03,Player Movement > Sub In > Home Player > Shaylee Gonzales,,,
,,6:03,Player Movement > Sub In > Away Player > Jordan Peete,,,
,,6:03,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,6:03,Player Movement > Sub Out > Away Player > Diana Saleh,,,
,,6:03,Player Movement > Sub In > Away Player > Bella Vinson,,,
,,6:03,Player Movement > Sub Out > Away Player > Taylor Hammack,,,
,,6:03,Player Movement > Sub Out > Away Player > Maddie Cook,,,
,,6:03,Player Movement > Sub In > Away Player > Casey Collier,,,
,,6:03,Player Movement > Sub Out > Away Player > Blythe Pearson,,,
,,6:03,Player Movement > Sub In > Away Player > Jaylin Holcomb,,,
,,5:55,Misc Stat > Defensive Rebound > Casey Collier,,,
LU,4,5:42,24 Casey Collier > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,52,-,76
,,,Ball Delivered,,,
,,,21 Bella Vinson > Spot-Up > Drives Right > To Basket > Miss 2 Pts,,,
,,5:42,Shot > Bella Vinson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:39,Misc Stat > Defensive Rebound > Emma Calvert,,,
BYU,4,5:28,12 Lauren Gustin > Non Possession > Non Shooting Foul,52,-,76
,,5:28,Personal Foul > Defensive - Any > Jordan Peete,,,
BYU,4,5:12,13 Paisley Johnson > ISO > Right > Drives Right > Defense Commits,52,-,76
,,,Ball Delivered,,,
,,,3 Nani Falatea > Spot-Up > Drives Right > To Basket > Turnover,,,
,,5:12,Player Movement > Sub Out > Away Player > Maddie Cook,,,
,,5:12,Player Movement > Sub In > Away Player > Bella Vinson,,,
,,5:12,Player Movement > Sub Out > Away Player > Bella Vinson,,,
,,5:12,Player Movement > Sub In > Away Player > Maddie Cook,,,
,,5:12,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,5:12,Personal Foul > Offensive Foul - Player Control > Nani Falatea,,,
,,5:12,Player Movement > Sub In > Home Player > Paisley Johnson,,,
,,5:12,Turnover > Any Type > Nani Falatea,,,
LU,4,4:57,1 Jordan Peete > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts,52,-,76
,,4:57,Shot > Jordan Peete > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:57,Misc Stat > Block > Emma Calvert,,,
,,4:57,Misc Stat > Defensive Rebound > Emma Calvert,,,
BYU,4,4:51,4 Arielle MackeyWilliams > Transition > Ballhandler > Turnover,52,-,76
,,4:51,Turnover > Any Type > Arielle Mackeywilliams,,,
LU,4,4:44,32 Katherine Weakley > Hand Off > From Dribble > Left > To Basket > Miss 2 Pts,52,-,76
,,4:44,Shot > Katherine Weakley > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:47,Player Movement > Sub In > Home Player > Kaylee Smiler,,,
,,4:47,Player Movement > Sub Out > Home Player > Lauren Gustin,,,
,,4:47,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,4:47,Player Movement > Sub In > Home Player > Rose Bubukar,,,
,,4:41,Misc Stat > Defensive Rebound > Kaylee Smiler,,,
BYU,4,4:32,3 Nani Falatea > Transition > Left Wing > Dribble Jumper > Long/3pt > Miss 3 Pts,52,-,76
,,4:32,Shot > Nani Falatea > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,4,4:29,11 Kaylee Smiler > Offensive Rebound > Long > Run Offense,52,-,76
,,4:29,Misc Stat > Offensive Rebound > Kaylee Smiler,,,
BYU,4,4:26,24 Rose Bubukar > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,52,-,76
,,4:26,Shot > Rose Bubukar > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,4:22,Misc Stat > Defensive Rebound > Katherine Weakley,,,
