Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BYU - MTS,,
,,7:03,Shot > Paisley Harding > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,6:54,2 Shaylee Gonzales > Cut > Screen > Make 2 Pts,54,-,37
,,6:54,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,6:54,Misc Stat > Assist > Tegan Graham,,,
MTS,3,6:39,0 Darian White > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,54,-,39
,,,Ball Delivered,,,
,,,24 Taylor Janssen > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts,,,
,,6:39,Shot > Taylor Janssen > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,3,6:14,12 Lauren Gustin > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Miss 2 Pts,54,-,39
,,6:14,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,3,6:11,12 Lauren Gustin > Offensive Rebound > Short > Run Offense,54,-,39
,,6:11,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,3,6:09,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,54,-,39
,,6:09,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:05,Misc Stat > Defensive Rebound > Darian White,,,
BYU,3,5:49,2 Shaylee Gonzales > P&R Ball Handler > Left P&R > Side > Go Away from Pick > To Basket > Make 2 Pts,56,-,39
,,5:49,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
MTS,3,5:33,10 Kola Bad Bear > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Miss 2 Pts,56,-,39
,,5:33,Shot > Kola Bad Bear > Any Type > 2 Point Attempt > Miss 2 Pts,,,
MTS,3,5:26,3 Ashley Van Sickle > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,56,-,39
,,5:26,Shot > Ashley Van Sickle > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,5:22,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,5:14,5 Maria Albiero > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Turnover,56,-,39
,,5:14,Misc Stat > Steal > Darian White,,,
,,5:14,Turnover > Any Type > Maria Albiero,,,
MTS,3,5:07,0 Darian White > Transition > Ballhandler > To Basket > Make 2 Pts,56,-,41
,,5:07,Shot > Darian White > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,3,4:49,22 Sara Hamson > Post-Up > Left Block > Post Pin > No Dribble Move > To Basket > Make 2 Pts,58,-,41
,,4:49,Shot > Sara Hamson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,4:49,Misc Stat > Assist > Kaylee Smiler,,,
MTS,3,4:40,3 Ashley Van Sickle > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover,58,-,41
,,4:40,Misc Stat > Steal > Lauren Gustin,,,
,,4:40,Turnover > Any Type > Ashley Van Sickle,,,
BYU,3,4:30,12 Lauren Gustin > Transition > First Middle > To Basket > Make 2 Pts,60,-,41
,,4:30,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,4:30,Misc Stat > Assist > Shaylee Gonzales,,,
MTS,3,4:11,23 Gabby Mocchi > Cut > Flash > Miss 2 Pts,60,-,41
,,4:11,Shot > Gabby Mocchi > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:11,Misc Stat > Block > Sara Hamson,,,
MTS,3,3:59,23 Gabby Mocchi > Offensive Rebound > Short > Run Offense,60,-,41
,,3:59,Time Event > Timeout Any,,,
,,4:00,Misc Stat > Offensive Rebound > Gabby Mocchi,,,
MTS,3,3:57,0 Darian White > Spot-Up > Drives Left > To Basket > Miss 2 Pts,60,-,41
,,3:57,Shot > Darian White > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:57,Misc Stat > Block > Sara Hamson,,,
,,3:55,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,3:42,12 Lauren Gustin > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts,60,-,41
,,3:42,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:39,Misc Stat > Defensive Rebound > Darian White,,,
MTS,3,3:32,24 Taylor Janssen > Post-Up > Left Block > Defense Commits > Turnover,60,-,41
,,3:32,Misc Stat > Steal > Shaylee Gonzales,,,
,,3:32,Turnover > Any Type > Taylor Janssen,,,
BYU,3,3:25,2 Shaylee Gonzales > Transition > Ballhandler > To Basket > Miss 2 Pts,60,-,41
,,3:25,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,3,3:24,12 Lauren Gustin > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,60,-,41
,,3:24,Personal Foul > Defensive - Any > Ashley Van Sickle,,,
,,3:24,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,3,3:24,12 Lauren Gustin > Non Possession > Free Throw,61,-,41
,,3:24,Shot > Lauren Gustin > Free Throw > Made,,,
BYU,3,3:24,12 Lauren Gustin > Non Possession > Free Throw,61,-,41
,,3:24,Shot > Lauren Gustin > Free Throw > Missed,,,
BYU,3,3:24,12 Lauren Gustin > Offensive Rebound > Long > Run Offense,61,-,41
,,3:24,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,3,3:22,12 Lauren Gustin > Cut > Basket > Make 2 Pts,63,-,41
,,3:22,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,3:22,Misc Stat > Assist > Shaylee Gonzales,,,
MTS,3,2:57,23 Gabby Mocchi > Hand Off > From Dribble > Left > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,63,-,41
,,2:57,Shot > Gabby Mocchi > Any Type > 3 Point Attempt > Miss 3 Pts,,,
MTS,3,2:53,0 Darian White > Offensive Rebound > Long > Run Offense,63,-,41
,,2:53,Misc Stat > Offensive Rebound > Darian White,,,
MTS,3,2:47,23 Gabby Mocchi > Cut > Flash > Make 2 Pts,63,-,43
,,2:47,Shot > Gabby Mocchi > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:47,Misc Stat > Assist > Darian White,,,
BYU,3,2:35,2 Shaylee Gonzales > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,66,-,43
,,2:35,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Make 3 Pts,,,
MTS,3,2:13,0 Darian White > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,66,-,43
,,2:13,Shot > Darian White > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,2:09,Misc Stat > Defensive Rebound > Nani Falatea,,,
BYU,3,2:01,22 Sara Hamson > Offensive Rebound > Short > Run Offense,66,-,43
,,2:01,Misc Stat > Offensive Rebound > Sara Hamson,,,
BYU,3,1:59,11 Kaylee Smiler > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,66,-,43
,,1:59,Shot > Kaylee Smiler > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,1:55,Misc Stat > Defensive Rebound > Gabby Mocchi,,,
MTS,3,1:48,0 Darian White > Non Possession > Non Shooting Foul,66,-,43
,,1:48,Personal Foul > Defensive - Any > Sara Hamson,,,
MTS,3,1:42,0 Darian White > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover,66,-,43
,,1:42,Misc Stat > Steal > Paisley Harding,,,
,,1:42,Turnover > Any Type > Darian White,,,
BYU,3,1:37,13 Paisley Harding > Transition > Ballhandler > To Basket > Miss 2 Pts,66,-,43
,,1:37,Shot > Paisley Harding > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:33,Misc Stat > Defensive Rebound > Ashley Van Sickle,,,
MTS,3,1:28,3 Ashley Van Sickle > Transition > Ballhandler > To Basket > Miss 2 Pts,66,-,43
,,1:28,Shot > Ashley Van Sickle > Any Type > 2 Point Attempt > Miss 2 Pts,,,
MTS,3,1:24,10 Kola Bad Bear > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,66,-,45
,,1:24,Shot > Kola Bad Bear > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:25,Misc Stat > Offensive Rebound > Kola Bad Bear,,,
BYU,3,1:11,3 Nani Falatea > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Make 2 Pts,68,-,45
,,1:11,Shot > Nani Falatea > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:11,Misc Stat > Assist > Tegan Graham,,,
MTS,3,0:57,0 Darian White > No Play Type > To Basket > Miss 2 Pts,68,-,45
,,0:57,Shot > Darian White > Any Type > 2 Point Attempt > Miss 2 Pts,,,
MTS,3,0:54,10 Kola Bad Bear > Offensive Rebound > Short > Run Offense,68,-,45
,,0:54,Misc Stat > Offensive Rebound > Kola Bad Bear,,,
MTS,3,0:50,0 Darian White > Cut > Basket > Miss 2 Pts,68,-,45
,,0:50,Shot > Darian White > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:47,Misc Stat > Defensive Rebound > Nani Falatea,,,
BYU,3,0:45,13 Paisley Harding > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,68,-,45
,,0:45,Shot > Paisley Harding > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,0:43,13 Paisley Harding > Offensive Rebound > Long > Run Offense,68,-,45
,,0:43,Misc Stat > Offensive Rebound > Paisley Harding,,,
,,0:43,Personal Foul > Defensive - Any > Gabby Mocchi,,,
BYU,3,0:41,25 Emma Calvert > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Make 2 Pts,70,-,45
,,0:41,Shot > Emma Calvert > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:41,Misc Stat > Assist > Nani Falatea,,,
MTS,3,0:18,10 Kola Bad Bear > Post-Up > Right Block > Defense Commits,70,-,45
,,,Ball Delivered,,,
,,,15 Leia Beattie > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,0:18,Shot > Leia Beattie > Any Type > 3 Point Attempt > Miss 3 Pts,,,
MTS,3,0:13,15 Leia Beattie > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,70,-,47
,,0:13,Shot > Leia Beattie > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:14,Misc Stat > Offensive Rebound > Leia Beattie,,,
BYU,3,0:02,13 Paisley Harding > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,70,-,47
,,0:02,Shot > Paisley Harding > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,0:00,13 Paisley Harding > Offensive Rebound > Long > Scoring Attempt > Short to < 17' > Miss 2 Pts,70,-,47
,,0:00,Misc Stat > Offensive Rebound > Paisley Harding,,,
Play By Play (4th),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BYU - MTS,,
MTS,4,9:48,10 Kola Bad Bear > Cut > Flash > Make 2 Pts,70,-,49
,,9:48,Shot > Kola Bad Bear > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:48,Misc Stat > Assist > Leia Beattie,,,
BYU,4,9:28,25 Emma Calvert > Post-Up > Left Block > Post Pin > No Dribble Move > To Basket > Foul,70,-,49
,,9:28,Personal Foul > Defensive - Any > Leia Beattie,,,
BYU,4,9:28,25 Emma Calvert > Non Possession > Free Throw,71,-,49
,,9:28,Shot > Emma Calvert > Free Throw > Made,,,
BYU,4,9:28,25 Emma Calvert > Non Possession > Free Throw,71,-,49
,,9:28,Shot > Emma Calvert > Free Throw > Missed,,,
,,9:28,Misc Stat > Defensive Rebound > Katelynn Limardo,,,
MTS,4,9:11,24 Taylor Janssen > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,71,-,49
,,9:11,Shot > Taylor Janssen > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,9:07,Misc Stat > Defensive Rebound > Nani Falatea,,,
BYU,4,9:04,3 Nani Falatea > Transition > Ballhandler > Turnover,71,-,49
,,9:04,Misc Stat > Steal > Katelynn Limardo,,,
,,9:04,Turnover > Any Type > Nani Falatea,,,
MTS,4,8:52,24 Taylor Janssen > Cut > Flash > Miss 2 Pts,71,-,49
,,8:52,Shot > Taylor Janssen > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:52,Misc Stat > Block > Emma Calvert,,,
MTS,4,8:46,24 Taylor Janssen > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts,71,-,49
,,8:46,Misc Stat > Offensive Rebound > Taylor Janssen,,,
MTS,4,8:37,24 Taylor Janssen > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,71,-,52
,,8:37,Shot > Taylor Janssen > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,8:37,Misc Stat > Assist > Leia Beattie,,,
BYU,4,8:27,3 Nani Falatea > Transition > Left Wing > Turnover,71,-,52
,,8:27,Turnover > Any Type > Nani Falatea,,,
,,8:27,Misc Stat > Steal > Leia Beattie,,,
MTS,4,8:18,10 Kola Bad Bear > Transition > Trailer > To Basket > Turnover,71,-,52
,,8:18,Personal Foul > Defensive - Any > Kola Bad Bear,,,
,,8:18,Turnover > Any Type > Kola Bad Bear,,,
BYU,4,8:08,2 Shaylee Gonzales > Transition > Trailer > To Basket > Miss 2 Pts,71,-,52
,,8:08,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,4,8:04,22 Sara Hamson > Offensive Rebound > Short > Run Offense,71,-,52
,,8:04,Misc Stat > Offensive Rebound > Sara Hamson,,,
BYU,4,8:02,13 Paisley Harding > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,74,-,52
,,8:02,Shot > Paisley Harding > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,8:02,Misc Stat > Assist > Sara Hamson,,,
MTS,4,7:38,10 Kola Bad Bear > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts,74,-,52
,,7:38,Misc Stat > Defensive Rebound > Nani Falatea,,,
BYU,4,7:32,3 Nani Falatea > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,74,-,52
,,7:32,Shot > Nani Falatea > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,7:27,Misc Stat > Defensive Rebound > Katelynn Limardo,,,
MTS,4,7:17,3 Ashley Van Sickle > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts,74,-,54
,,7:17,Shot > Ashley Van Sickle > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,6:41,4 Arielle MackeyWilliams > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,74,-,54
,,,Ball Delivered,,,
,,,24 Rose Bubakar > Spot-Up > No Dribble Jumper > Guarded > Short to < 17' > Miss 2 Pts,,,
,,6:41,Shot > Rose Bubakar > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,4,6:36,2 Shaylee Gonzales > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts,74,-,54
,,6:36,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:37,Misc Stat > Offensive Rebound > Shaylee Gonzales,,,
BYU,4,6:33,22 Sara Hamson > Offensive Rebound > Short > Run Offense,74,-,54
,,6:33,Misc Stat > Offensive Rebound > Sara Hamson,,,
BYU,4,6:31,4 Arielle MackeyWilliams > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,77,-,54
,,6:31,Shot > Arielle Mackeywilliams > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,6:31,Misc Stat > Assist > Sara Hamson,,,
MTS,4,6:17,0 Darian White > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,77,-,56
,,,Ball Delivered,,,
,,,21 Lexi Deden > Cut > Basket > Make 2 Pts,,,
,,6:17,Shot > Lexi Deden > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,6:17,Misc Stat > Assist > Darian White,,,
BYU,4,6:07,4 Arielle MackeyWilliams > Transition > Left Wing > To Basket > Miss 2 Pts,77,-,56
,,6:07,Shot > Arielle Mackeywilliams > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,4,6:03,25 Emma Calvert > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,79,-,56
,,6:03,Shot > Emma Calvert > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,6:05,Misc Stat > Offensive Rebound > Emma Calvert,,,
MTS,4,5:56,0 Darian White > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover,79,-,56
,,5:56,Misc Stat > Steal > Arielle Mackeywilliams,,,
,,5:56,Turnover > Any Type > Darian White,,,
BYU,4,5:51,2 Shaylee Gonzales > Transition > Right Wing > To Basket > Make 2 Pts Foul > 1 Pts,81,-,56
,,5:51,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,5:51,Personal Foul > Defensive - Any > Ava Ranson,,,
,,5:51,Misc Stat > Assist > Arielle Mackeywilliams,,,
BYU,4,5:51,2 Shaylee Gonzales > Non Possession > Free Throw,82,-,56
,,5:51,Shot > Shaylee Gonzales > Free Throw > Made,,,
MTS,4,5:36,10 Kola Bad Bear > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Miss 2 Pts,82,-,56
,,5:36,Shot > Kola Bad Bear > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:33,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,4,5:25,24 Rose Bubakar > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,82,-,56
,,5:25,Shot > Rose Bubakar > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,4,5:21,30 Kate Vorwaller > Offensive Rebound > Long > Run Offense,82,-,56
,,5:21,Misc Stat > Offensive Rebound > Kate Vorwaller,,,
BYU,4,5:16,25 Emma Calvert > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,82,-,56
,,5:16,Misc Stat > Block > Lexi Deden,,,
,,5:09,Misc Stat > Defensive Rebound > Kola Bad Bear,,,
MTS,4,5:06,11 Katelynn Limardo > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,82,-,56
,,5:06,Shot > Katelynn Limardo > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,5:05,Personal Foul > Defensive - Any > Lexi Deden,,,
,,5:05,Misc Stat > Defensive Rebound > Rose Bubakar,,,
BYU,4,4:55,4 Arielle MackeyWilliams > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts,84,-,56
,,4:55,Shot > Arielle Mackeywilliams > Any Type > 2 Point Attempt > Make 2 Pts,,,
MTS,4,4:39,10 Kola Bad Bear > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,84,-,56
,,4:39,Shot > Kola Bad Bear > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,4:37,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,4:33,4 Arielle MackeyWilliams > No Play Type > Turnover,84,-,56
,,4:33,Misc Stat > Steal > Darian White,,,
,,4:33,Turnover > Any Type > Arielle Mackeywilliams,,,
MTS,4,4:28,0 Darian White > Transition > Ballhandler > To Basket > Make 2 Pts,84,-,58
,,4:28,Shot > Darian White > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,4:16,4 Arielle MackeyWilliams > Transition > Trailer > To Basket > Make 2 Pts,86,-,58
,,4:16,Shot > Arielle Mackeywilliams > Any Type > 2 Point Attempt > Make 2 Pts,,,
MTS,4,4:03,10 Kola Bad Bear > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Miss 2 Pts,86,-,58
,,4:03,Shot > Kola Bad Bear > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:00,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,3:39,25 Emma Calvert > Spot-Up > Drives Left > To Basket > Miss 2 Pts,86,-,58
,,3:39,Shot > Emma Calvert > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:35,Misc Stat > Defensive Rebound > Kenzie Stumne,,,
MTS,4,3:28,0 Darian White > Transition > Ballhandler > To Basket > Miss 2 Pts,86,-,58
,,3:28,Shot > Darian White > Any Type > 2 Point Attempt > Miss 2 Pts,,,
MTS,4,3:24,21 Lexi Deden > Offensive Rebound > Long > Run Offense,86,-,58
,,3:24,Misc Stat > Offensive Rebound > Lexi Deden,,,
MTS,4,3:23,5 Ava Ranson > Non Possession > Non Shooting Foul,86,-,58
,,3:23,Personal Foul > Defensive - Any > Emma Calvert,,,
MTS,4,3:18,0 Darian White > P&R Ball Handler > High P&R > Defense Commits > Turnover,86,-,58
,,3:18,Misc Stat > Steal > Emma Calvert,,,
BYU,4,3:02,24 Rose Bubakar > ISO > Right > Drives Right > Foul,86,-,58
,,3:02,Personal Foul > Defensive - Any > Mia Hughes,,,
BYU,4,3:02,24 Rose Bubakar > Non Possession > Free Throw,86,-,58
,,3:02,Shot > Rose Bubakar > Free Throw > Missed,,,
BYU,4,3:02,24 Rose Bubakar > Non Possession > Free Throw,87,-,58
,,3:02,Shot > Rose Bubakar > Free Throw > Made,,,
MTS,4,2:49,3 Ashley Van Sickle > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,87,-,58
,,,Ball Delivered,,,
,,,21 Lexi Deden > P&R Roll Man > Rolls to Basket > Miss 2 Pts,,,
,,2:49,Shot > Lexi Deden > Any Type > 2 Point Attempt > Miss 2 Pts,,,
MTS,4,2:44,30 Kenzie Stumne > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,87,-,60
,,2:44,Shot > Kenzie Stumne > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:45,Misc Stat > Offensive Rebound > Kenzie Stumne,,,
BYU,4,2:37,25 Emma Calvert > Post-Up > Right Block > Left Shoulder > No Dribble Move > To Hook > Miss 2 Pts,87,-,60
,,2:37,Shot > Emma Calvert > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,2:33,Misc Stat > Defensive Rebound > Ashley Van Sickle,,,
MTS,4,2:22,1 Mia Hughes > Post-Up > Flash Middle > Right Shoulder > Dribble Move > To Up and Under > Miss 2 Pts,87,-,60
,,2:22,Shot > Mia Hughes > Any Type > 2 Point Attempt > Miss 2 Pts,,,
MTS,4,2:20,1 Mia Hughes > Offensive Rebound > Short > Run Offense,87,-,60
,,2:20,Misc Stat > Offensive Rebound > Mia Hughes,,,
MTS,4,2:18,3 Ashley Van Sickle > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,87,-,63
,,2:18,Shot > Ashley Van Sickle > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,2:18,Misc Stat > Assist > Mia Hughes,,,
BYU,4,1:57,25 Emma Calvert > Post-Up > Flash Middle > Post Pin > Turnover,87,-,63
,,1:57,Turnover > Any Type > Emma Calvert,,,
MTS,4,1:45,3 Ashley Van Sickle > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,87,-,65
,,,Ball Delivered,,,
,,,21 Lexi Deden > Cut > Flash > Make 2 Pts,,,
,,1:45,Shot > Lexi Deden > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:45,Misc Stat > Assist > Ashley Van Sickle,,,
BYU,4,1:19,4 Arielle MackeyWilliams > ISO > Left > Drives Left > To Basket > Make 2 Pts,89,-,65
,,1:19,Shot > Arielle Mackeywilliams > Any Type > 2 Point Attempt > Make 2 Pts,,,
MTS,4,0:59,3 Ashley Van Sickle > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts,89,-,65
,,0:59,Shot > Ashley Van Sickle > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:54,Time Event > Full Time Out > Away Team,,,
MTS,4,0:46,3 Ashley Van Sickle > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,89,-,65
,,0:46,Shot > Ashley Van Sickle > Any Type > 3 Point Attempt > Miss 3 Pts,,,
MTS,4,0:43,21 Lexi Deden > Offensive Rebound > Short > Run Offense,89,-,65
,,0:43,Misc Stat > Offensive Rebound > Lexi Deden,,,
MTS,4,0:35,3 Ashley Van Sickle > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,89,-,65
,,,Ball Delivered,,,
,,,30 Kenzie Stumne > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,,,
,,0:35,Shot > Kenzie Stumne > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,4,0:23,30 Kate Vorwaller > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover,89,-,65
,,0:23,Misc Stat > Steal > Ava Ranson,,,
,,0:23,Turnover > Any Type > Kate Vorwaller,,,
MTS,4,0:10,1 Mia Hughes > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Foul,89,-,65
,,0:10,Personal Foul > Defensive - Any > Arielle Mackeywilliams,,,
MTS,4,0:10,1 Mia Hughes > Non Possession > Free Throw,89,-,66
,,0:10,Shot > Mia Hughes > Free Throw > Made,,,
MTS,4,0:10,1 Mia Hughes > Non Possession > Free Throw,89,-,67
,,0:10,Shot > Mia Hughes > Free Throw > Made,,,
BYU,4,0:02,25 Emma Calvert > Transition > First Middle > To Basket > Miss 2 Pts,89,-,67
,,0:02,Shot > Emma Calvert > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:02,Misc Stat > Defensive Rebound > Kenzie Stumne,,,
