Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,ASU - BYU,,
ASU,2,0:55,11 Sydney Erikstrup > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,18,-,27
,,0:55,Shot > Sydney Erikstrup > Any Type > 3 Point Attempt > Miss 3 Pts,,,
ASU,2,0:50,43 Imogen Greenslade > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,20,-,27
,,0:50,Shot > Imogen Greenslade > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:55,Misc Stat > Offensive Rebound > Imogen Greenslade,,,
BYU,2,0:40,13 Paisley Johnson > Transition > Right Wing > Turnover,20,-,27
,,0:40,Turnover > Any Type > Paisley Johnson,,,
ASU,2,0:21,11 Sydney Erikstrup > Cut > Flash > Miss 2 Pts,20,-,27
,,0:21,Shot > Sydney Erikstrup > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:21,Misc Stat > Defensive Rebound > Paisley Johnson,,,
BYU,2,0:03,13 Paisley Johnson > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > To Basket > Make 2 Pts,20,-,29
,,0:03,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
Play By Play (3rd),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,ASU - BYU,,
BYU,3,9:34,2 Shaylee Gonzales > Cut > Basket > Make 2 Pts,20,-,31
,,9:34,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,10:00,Player Movement > Sub In > Home Player > Shaylee Gonzales,,,
,,10:00,Player Movement > Sub In > Away Player > Mael Gilles,,,
,,10:00,Player Movement > Sub Out > Home Player > Kaylee Smiler,,,
,,10:00,Player Movement > Sub Out > Away Player > Imogen Greenslade,,,
,,10:00,Player Movement > Sub Out > Home Player > Nani Falatea,,,
,,10:00,Player Movement > Sub Out > Away Player > Sydney Erikstrup,,,
,,10:00,Player Movement > Sub In > Home Player > Lauren Gustin,,,
,,10:00,Player Movement > Sub In > Away Player > Maggie Besselink,,,
,,9:34,Misc Stat > Assist > Lauren Gustin,,,
ASU,3,9:22,0 Taya Hanson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,23,-,31
,,9:22,Shot > Taya Hanson > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,9:22,Misc Stat > Assist > Mael Gilles,,,
BYU,3,8:57,12 Lauren Gustin > Spot-Up > Drives Right > To Basket > Make 2 Pts,23,-,33
,,8:57,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
ASU,3,8:43,30 Jade Loville > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,23,-,33
,,8:43,Shot > Jade Loville > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,8:43,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,3,8:24,13 Paisley Johnson > No Play Type > Turnover,23,-,33
,,8:24,Turnover > Any Type > Paisley Johnson,,,
ASU,3,8:05,0 Taya Hanson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,23,-,33
,,8:05,Shot > Taya Hanson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,8:05,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,3,7:52,12 Lauren Gustin > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts,23,-,33
,,7:52,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,7:52,Misc Stat > Defensive Rebound > Maggie Besselink,,,
ASU,3,7:42,13 Maggie Besselink > Transition > Trailer > To Basket > Miss 2 Pts,23,-,33
,,7:42,Shot > Maggie Besselink > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,7:42,Misc Stat > Block > Sara Hamson,,,
,,7:42,Misc Stat > Team Offensive Rebound > Away,,,
ASU,3,7:40,2 Jaddan Simmons > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,23,-,33
,,7:40,Player Movement > Sub Out > Home Player > Sara Hamson,,,
,,7:40,Player Movement > Sub In > Away Player > Sydney Erikstrup,,,
,,7:40,Player Movement > Sub Out > Away Player > Mael Gilles,,,
,,7:40,Player Movement > Sub In > Home Player > Maria Albiero,,,
BYU,3,7:01,5 Maria Albiero > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,23,-,33
,,,Ball Delivered,,,
,,,10 Tegan Graham > Spot-Up > Drives Right > To Basket > Miss 2 Pts,,,
,,7:01,Shot > Tegan Graham > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,7:01,Misc Stat > Defensive Rebound > Taya Hanson,,,
ASU,3,6:48,0 Taya Hanson > Spot-Up > Drives Right > To Basket > Make 2 Pts,25,-,33
,,6:48,Shot > Taya Hanson > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,3,6:39,2 Shaylee Gonzales > Transition > Ballhandler > To Basket > Foul,25,-,33
,,6:39,Personal Foul > Defensive - Any > Maggie Besselink,,,
BYU,3,6:39,2 Shaylee Gonzales > Non Possession > Free Throw,25,-,34
,,6:39,Shot > Shaylee Gonzales > Free Throw > Made,,,
,,6:39,Player Movement > Sub Out > Away Player > Maggie Besselink,,,
,,6:39,Player Movement > Sub Out > Away Player > Jaddan Simmons,,,
,,6:39,Player Movement > Sub In > Away Player > Katelyn Levings,,,
,,6:39,Player Movement > Sub In > Away Player > Gabriela Bosquez,,,
BYU,3,6:39,2 Shaylee Gonzales > Non Possession > Free Throw,25,-,35
,,6:39,Shot > Shaylee Gonzales > Free Throw > Made,,,
ASU,3,6:30,3 Gabriela Bosquez > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,25,-,35
,,6:30,Shot > Gabriela Bosquez > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:30,Misc Stat > Team Defensive Rebound > Home,,,
BYU,3,6:00,13 Paisley Johnson > ISO > Top > Drives Right > To Basket > Miss 2 Pts,25,-,35
,,6:00,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:00,Misc Stat > Team Defensive Rebound > Away,,,
,,6:00,Misc Stat > Block > Taya Hanson,,,
ASU,3,5:47,12 Mael Gilles > Cut > Basket > Miss 2 Pts,25,-,35
,,5:47,Shot > Mael Gilles > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:00,Player Movement > Sub In > Away Player > Jaddan Simmons,,,
,,6:00,Player Movement > Sub Out > Away Player > Jade Loville,,,
,,6:00,Player Movement > Sub Out > Away Player > Sydney Erikstrup,,,
,,6:00,Player Movement > Sub In > Away Player > Mael Gilles,,,
,,5:47,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,5:24,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,25,-,35
,,,Ball Delivered,,,
,,,10 Tegan Graham > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,5:24,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,5:24,Misc Stat > Defensive Rebound > Taya Hanson,,,
ASU,3,4:58,12 Mael Gilles > Cut > Flash > Miss 2 Pts,25,-,35
,,4:58,Shot > Mael Gilles > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:58,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,4:49,2 Shaylee Gonzales > Transition > Left Wing > To Basket > Miss 2 Pts,25,-,35
,,4:49,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:49,Misc Stat > Defensive Rebound > Katelyn Levings,,,
ASU,3,4:26,20 Katelyn Levings > Cut > Flash > Miss 2 Pts,25,-,35
,,4:26,Shot > Katelyn Levings > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:26,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,4:08,13 Paisley Johnson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Make 2 Pts,25,-,37
,,4:08,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
ASU,3,3:45,2 Jaddan Simmons > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,25,-,37
,,,Ball Delivered,,,
,,,0 Taya Hanson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,3:45,Shot > Taya Hanson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,3:45,Misc Stat > Defensive Rebound > Paisley Johnson,,,
BYU,3,3:36,12 Lauren Gustin > Transition > First Middle > To Basket > Miss 2 Pts,25,-,37
,,3:36,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,3,3:36,12 Lauren Gustin > Offensive Rebound > Short > Run Offense,25,-,37
,,3:36,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,3,3:27,2 Shaylee Gonzales > Hand Off > From Dribble > Right > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,25,-,37
,,3:27,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,3:27,Misc Stat > Defensive Rebound > Mael Gilles,,,
ASU,3,3:09,12 Mael Gilles > Cut > Basket > Make 2 Pts,27,-,37
,,3:09,Shot > Mael Gilles > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,3:09,Misc Stat > Assist > Katelyn Levings,,,
BYU,3,2:48,13 Paisley Johnson > Off Screen > To Shooter's Right > Straight > To Basket > Miss 2 Pts,27,-,37
,,2:48,Time Event > Full Time Out > Away Team,,,
,,2:48,Personal Foul > Defensive - Any > Jaddan Simmons,,,
BYU,3,2:37,13 Paisley Johnson > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Medium/17' to <3p > Make 2 Pts,27,-,39
,,2:37,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:48,Player Movement > Sub Out > Home Player > Tegan Graham,,,
,,2:48,Player Movement > Sub Out > Away Player > Mael Gilles,,,
,,2:48,Player Movement > Sub In > Away Player > Imogen Greenslade,,,
,,2:48,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,2:48,Player Movement > Sub Out > Away Player > Taya Hanson,,,
,,2:48,Player Movement > Sub In > Away Player > Jade Loville,,,
,,2:48,Player Movement > Sub In > Home Player > Sara Hamson,,,
,,2:48,Player Movement > Sub In > Away Player > Maggie Besselink,,,
,,2:48,Player Movement > Sub In > Home Player > Kaylee Smiler,,,
,,2:48,Player Movement > Sub Out > Away Player > Katelyn Levings,,,
,,2:37,Misc Stat > Assist > Maria Albiero,,,
ASU,3,2:20,30 Jade Loville > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,27,-,39
,,2:20,Shot > Jade Loville > Any Type > 3 Point Attempt > Miss 3 Pts,,,
ASU,3,2:20,43 Imogen Greenslade > Offensive Rebound > Short > Turnover,27,-,39
,,2:20,Misc Stat > Offensive Rebound > Imogen Greenslade,,,
,,2:14,Turnover > Any Type > Imogen Greenslade,,,
BYU,3,1:48,13 Paisley Johnson > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts,27,-,41
,,1:48,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:14,Player Movement > Sub In > Away Player > Taya Hanson,,,
,,2:14,Player Movement > Sub Out > Away Player > Jaddan Simmons,,,
,,1:48,Misc Stat > Assist > Maria Albiero,,,
ASU,3,1:28,43 Imogen Greenslade > Non Possession > Non Shooting Foul,27,-,41
,,1:28,Personal Foul > Defensive - Any > Paisley Johnson,,,
ASU,3,1:28,12 Mael Gilles > Cut > Flash > Turnover,27,-,41
,,1:28,Player Movement > Sub Out > Away Player > Imogen Greenslade,,,
,,1:28,Player Movement > Sub In > Away Player > Mael Gilles,,,
,,1:26,Misc Stat > Steal > Maria Albiero,,,
,,1:26,Turnover > Any Type > Mael Gilles,,,
BYU,3,1:03,13 Paisley Johnson > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Turnover,27,-,41
,,1:03,Misc Stat > Steal > Taya Hanson,,,
,,1:03,Turnover > Any Type > Paisley Johnson,,,
ASU,3,0:56,12 Mael Gilles > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,27,-,41
,,0:56,Shot > Mael Gilles > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:56,Misc Stat > Defensive Rebound > Maria Albiero,,,
,,0:52,Personal Foul > Defensive - Any > Jade Loville,,,
BYU,3,0:36,22 Sara Hamson > Post-Up > Left Block > Post Pin > No Dribble Move > To Basket > Make 2 Pts,27,-,43
,,0:36,Shot > Sara Hamson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:52,Player Movement > Sub In > Home Player > Shaylee Gonzales,,,
,,0:52,Player Movement > Sub Out > Home Player > Maria Albiero,,,
,,0:36,Misc Stat > Assist > Kaylee Smiler,,,
ASU,3,0:23,13 Maggie Besselink > Cut > Flash > Turnover,27,-,43
,,0:23,Misc Stat > Steal > Shaylee Gonzales,,,
,,0:23,Turnover > Any Type > Maggie Besselink,,,
BYU,3,0:19,2 Shaylee Gonzales > Transition > Ballhandler > To Basket > Make 2 Pts,27,-,45
,,0:19,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:16,Time Event > Full Time Out > Away Team,,,
ASU,3,0:16,2 Jaddan Simmons > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Foul,27,-,45
,,0:16,Player Movement > Sub Out > Away Player > Mael Gilles,,,
,,0:16,Player Movement > Sub In > Away Player > Katelyn Levings,,,
,,0:16,Player Movement > Sub Out > Away Player > Gabriela Bosquez,,,
,,0:16,Player Movement > Sub In > Away Player > Sydney Erikstrup,,,
,,0:16,Player Movement > Sub In > Home Player > Maria Albiero,,,
,,0:16,Player Movement > Sub In > Away Player > Jaddan Simmons,,,
,,0:16,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,0:16,Player Movement > Sub Out > Away Player > Jade Loville,,,
,,0:02,Personal Foul > Defensive - Any > Sara Hamson,,,
ASU,3,0:02,2 Jaddan Simmons > Non Possession > Free Throw,28,-,45
,,0:02,Shot > Jaddan Simmons > Free Throw > Made,,,
ASU,3,0:02,2 Jaddan Simmons > Non Possession > Free Throw,28,-,45
,,0:02,Shot > Jaddan Simmons > Free Throw > Missed,,,
ASU,3,0:02,20 Katelyn Levings > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts,28,-,45
,,0:02,Misc Stat > Offensive Rebound > Katelyn Levings,,,
Play By Play (4th),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,ASU - BYU,,
ASU,4,9:33,20 Katelyn Levings > Cut > Flash > Make 2 Pts,30,-,45
,,9:33,Shot > Katelyn Levings > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:33,Misc Stat > Assist > Sydney Erikstrup,,,
BYU,4,9:13,2 Shaylee Gonzales > Off Screen > To Shooter's Right > Straight > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,30,-,45
,,9:13,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,9:13,Misc Stat > Defensive Rebound > Maggie Besselink,,,
ASU,4,8:46,2 Jaddan Simmons > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,33,-,45
,,8:46,Shot > Jaddan Simmons > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,8:46,Misc Stat > Assist > Sydney Erikstrup,,,
BYU,4,8:28,2 Shaylee Gonzales > Off Screen > To Shooter's Right > Straight > Turnover,33,-,45
,,8:28,Turnover > Any Type > Shaylee Gonzales,,,
ASU,4,8:02,3 Gabriela Bosquez > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,33,-,45
,,8:02,Shot > Gabriela Bosquez > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,8:28,Player Movement > Sub In > Away Player > Gabriela Bosquez,,,
,,8:28,Player Movement > Sub Out > Away Player > Sydney Erikstrup,,,
,,8:28,Player Movement > Sub In > Home Player > Tegan Graham,,,
,,8:28,Player Movement > Sub Out > Home Player > Sara Hamson,,,
ASU,4,8:02,13 Maggie Besselink > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,33,-,45
,,8:02,Misc Stat > Offensive Rebound > Maggie Besselink,,,
,,8:00,Personal Foul > Defensive - Any > Lauren Gustin,,,
ASU,4,8:00,13 Maggie Besselink > Non Possession > Free Throw,33,-,45
,,8:00,Shot > Maggie Besselink > Free Throw > Missed,,,
ASU,4,8:00,13 Maggie Besselink > Non Possession > Free Throw,33,-,45
,,8:00,Shot > Maggie Besselink > Free Throw > Missed,,,
,,8:00,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,7:45,12 Lauren Gustin > Non Possession > Non Shooting Foul,33,-,45
,,7:45,Personal Foul > Defensive - Any > Maggie Besselink,,,
BYU,4,7:42,5 Maria Albiero > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts,33,-,45
,,7:42,Shot > Maria Albiero > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,7:45,Player Movement > Sub Out > Away Player > Katelyn Levings,,,
,,7:45,Player Movement > Sub Out > Away Player > Maggie Besselink,,,
,,7:45,Player Movement > Sub In > Away Player > Imogen Greenslade,,,
,,7:45,Player Movement > Sub In > Away Player > Mael Gilles,,,
,,7:42,Misc Stat > Team Defensive Rebound > Away,,,
ASU,4,7:22,2 Jaddan Simmons > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,33,-,45
,,7:22,Shot > Jaddan Simmons > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,7:22,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,4,7:14,13 Paisley Johnson > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,33,-,45
,,7:14,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,4,7:14,10 Tegan Graham > Offensive Rebound > Short > Run Offense,33,-,45
,,7:14,Misc Stat > Offensive Rebound > Tegan Graham,,,
BYU,4,7:07,13 Paisley Johnson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,33,-,48
,,7:07,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,7:07,Misc Stat > Assist > Maria Albiero,,,
ASU,4,6:42,2 Jaddan Simmons > ISO > Left > Early Jumper > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,33,-,48
,,6:42,Shot > Jaddan Simmons > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:42,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,6:18,12 Lauren Gustin > Spot-Up > Drives Right > To Basket > Miss 2 Pts,33,-,48
,,6:18,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,4,6:18,2 Shaylee Gonzales > Offensive Rebound > Short > Run Offense,33,-,48
,,6:18,Misc Stat > Offensive Rebound > Shaylee Gonzales,,,
,,6:12,Player Movement > Sub In > Away Player > Jade Loville,,,
,,6:12,Player Movement > Sub Out > Away Player > Jaddan Simmons,,,
BYU,4,6:12,2 Shaylee Gonzales > Post-Up > Left Block > Right Shoulder > No Dribble Move > To Basket > Miss 2 Pts,33,-,48
,,6:12,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:12,Misc Stat > Defensive Rebound > Mael Gilles,,,
ASU,4,5:58,12 Mael Gilles > Transition > Ballhandler > To Basket > Make 2 Pts,35,-,48
,,5:58,Shot > Mael Gilles > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,5:40,2 Shaylee Gonzales > P&R Ball Handler > Right P&R > Baseline > Go Away from Pick > Defense Commits,35,-,48
,,,Ball Delivered,,,
,,,13 Paisley Johnson > Spot-Up > Drives Left > Turnover,,,
,,5:40,Turnover > Any Type > Paisley Johnson,,,
ASU,4,5:24,0 Taya Hanson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,38,-,48
,,5:24,Shot > Taya Hanson > Any Type > 3 Point Attempt > Make 3 Pts,,,
BYU,4,5:05,5 Maria Albiero > No Play Type > Turnover,38,-,48
,,5:05,Turnover > Any Type > Maria Albiero,,,
,,5:05,Misc Stat > Steal > Jade Loville,,,
ASU,4,5:01,30 Jade Loville > Transition > Ballhandler > To Basket > Make 2 Pts,40,-,48
,,5:01,Shot > Jade Loville > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,4:37,13 Paisley Johnson > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,40,-,51
,,,Ball Delivered,,,
,,,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,4:37,Shot > Tegan Graham > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,5:00,Time Event > Full Time Out > Home Team,,,
,,4:37,Misc Stat > Assist > Paisley Johnson,,,
ASU,4,4:16,43 Imogen Greenslade > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Make 2 Pts,42,-,51
,,4:16,Shot > Imogen Greenslade > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,4:10,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,42,-,51
,,,Ball Delivered,,,
,,,10 Tegan Graham > P&R Roll Man > Pick and Pops > Drives Right > Turnover,,,
,,4:10,Player Movement > Sub In > Away Player > Jaddan Simmons,,,
,,4:10,Player Movement > Sub Out > Away Player > Jade Loville,,,
,,4:10,Player Movement > Sub In > Home Player > Kaylee Smiler,,,
,,4:10,Player Movement > Sub Out > Home Player > Maria Albiero,,,
,,3:48,Misc Stat > Steal > Imogen Greenslade,,,
,,3:48,Turnover > Any Type > Tegan Graham,,,
ASU,4,3:41,0 Taya Hanson > Transition > First Middle > To Basket > Turnover,42,-,51
,,3:41,Turnover > Any Type > Taya Hanson,,,
,,3:41,Personal Foul > Defensive - Any > Taya Hanson,,,
BYU,4,3:20,10 Tegan Graham > Hand Off > From Stationary > Right > Turnover,42,-,51
,,3:20,Turnover > Any Type > Tegan Graham,,,
ASU,4,3:06,3 Gabriela Bosquez > ISO > Left > Drives Left > To Basket > Make 2 Pts,44,-,51
,,3:06,Shot > Gabriela Bosquez > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,2:34,13 Paisley Johnson > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits,44,-,51
,,,Ball Delivered,,,
,,,2 Shaylee Gonzales > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,,,
,,2:34,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,2:34,Misc Stat > Defensive Rebound > Jaddan Simmons,,,
ASU,4,2:25,12 Mael Gilles > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,44,-,51
,,2:25,Shot > Mael Gilles > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,2:25,Misc Stat > Defensive Rebound > Paisley Johnson,,,
BYU,4,2:19,2 Shaylee Gonzales > Non Possession > Kicked Ball,44,-,51
,,2:19,Player Movement > Sub In > Home Player > Maria Albiero,,,
,,2:19,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,2:19,Player Movement > Sub In > Away Player > Maggie Besselink,,,
,,2:19,Player Movement > Sub Out > Home Player > Kaylee Smiler,,,
,,2:19,Player Movement > Sub Out > Away Player > Imogen Greenslade,,,
,,2:19,Player Movement > Sub In > Home Player > Kate Vorwaller,,,
,,1:41,Player Movement > Sub Out > Home Player > Tegan Graham,,,
,,1:41,Player Movement > Sub In > Home Player > Paisley Johnson,,,
BYU,4,1:41,13 Paisley Johnson > Off Screen > To Shooter's Left > Straight > To Basket > Make 2 Pts Foul > 0 Pts,44,-,53
,,1:41,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:41,Personal Foul > Defensive - Any > Mael Gilles,,,
BYU,4,1:41,13 Paisley Johnson > Non Possession > Free Throw,44,-,53
,,1:41,Shot > Paisley Johnson > Free Throw > Missed,,,
,,1:41,Misc Stat > Defensive Rebound > Mael Gilles,,,
ASU,4,1:41,2 Jaddan Simmons > No Play Type > To Basket > Foul,44,-,53
,,1:41,Player Movement > Sub In > Home Player > Kaylee Smiler,,,
,,1:41,Player Movement > Sub Out > Home Player > Maria Albiero,,,
,,1:37,Personal Foul > Defensive - Any > Kaylee Smiler,,,
ASU,4,1:37,2 Jaddan Simmons > Non Possession > Free Throw,44,-,53
,,1:37,Shot > Jaddan Simmons > Free Throw > Missed,,,
,,1:37,Player Movement > Sub In > Home Player > Maria Albiero,,,
,,1:37,Player Movement > Sub Out > Home Player > Kate Vorwaller,,,
,,1:37,Player Movement > Sub Out > Home Player > Kaylee Smiler,,,
,,1:37,Player Movement > Sub In > Home Player > Tegan Graham,,,
ASU,4,1:37,2 Jaddan Simmons > Non Possession > Free Throw,44,-,53
,,1:37,Shot > Jaddan Simmons > Free Throw > Missed,,,
ASU,4,1:37,2 Jaddan Simmons > Offensive Rebound > Short > Turnover,44,-,53
,,1:37,Misc Stat > Offensive Rebound > Jaddan Simmons,,,
,,1:36,Turnover > Any Type > Jaddan Simmons,,,
BYU,4,1:20,2 Shaylee Gonzales > No Play Type > Turnover,44,-,53
,,1:20,Misc Stat > Steal > Maggie Besselink,,,
,,1:20,Turnover > Any Type > Shaylee Gonzales,,,
ASU,4,1:12,0 Taya Hanson > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,44,-,53
,,1:12,Shot > Taya Hanson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
ASU,4,1:12,12 Mael Gilles > Offensive Rebound > Short > Run Offense,44,-,53
,,1:12,Misc Stat > Offensive Rebound > Mael Gilles,,,
ASU,4,0:47,0 Taya Hanson > Spot-Up > Drives Left > Turnover,44,-,53
,,0:47,Turnover > Any Type > Taya Hanson,,,
BYU,4,0:40,5 Maria Albiero > No Play Type > Turnover,44,-,53
,,0:40,Turnover > Any Type > Maria Albiero,,,
ASU,4,0:31,3 Gabriela Bosquez > Off Screen > To Shooter's Right > Straight > Dribble Jumper > Long/3pt > Miss 3 Pts,44,-,53
,,0:31,Shot > Gabriela Bosquez > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:31,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,0:27,10 Tegan Graham > Non Possession > Non Shooting Foul,44,-,53
,,0:27,Personal Foul > Defensive - Any > Jade Loville,,,
ASU,4,0:24,13 Maggie Besselink > Cut > Basket > Miss 2 Pts,44,-,53
,,0:24,Shot > Maggie Besselink > Any Type > 2 Point Attempt > Miss 2 Pts,,,
ASU,4,0:24,13 Maggie Besselink > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,44,-,53
,,0:24,Misc Stat > Offensive Rebound > Maggie Besselink,,,
,,0:22,Personal Foul > Defensive - Any > Shaylee Gonzales,,,
ASU,4,0:22,13 Maggie Besselink > Non Possession > Free Throw,44,-,53
,,0:22,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,4,0:19,2 Shaylee Gonzales > No Play Type > Foul,44,-,53
,,0:19,Personal Foul > Defensive - Any > Jaddan Simmons,,,
BYU,4,0:19,2 Shaylee Gonzales > Non Possession > Free Throw,44,-,54
