Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,FSU - BYU,,
,,2:15,Shot > Emma Calvert > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,2:12,Misc Stat > Defensive Rebound > Morgan Jones,,,
FSU,2,2:04,11 O’Mariah Gordon > No Play Type > Turnover,23,-,30
,,2:04,Turnover > Any Type > O'Mariah Gordon,,,
BYU,2,2:04,2 Shaylee Gonzales > No Play Type > To Basket > Foul,23,-,31
,,2:04,Player Movement > Sub In > Away Player > Mariana Valenzuela,,,
,,2:04,Player Movement > Sub Out > Away Player > River Baldwin,,,
,,1:47,Personal Foul > Defensive - Any > Valencia Myers,,,
BYU,2,1:47,2 Shaylee Gonzales > Non Possession > Free Throw,23,-,31
,,1:47,Shot > Shaylee Gonzales > Free Throw > Made,,,
BYU,2,1:47,2 Shaylee Gonzales > Non Possession > Free Throw,23,-,32
,,1:47,Shot > Shaylee Gonzales > Free Throw > Made,,,
,,1:47,Player Movement > Sub Out > Away Player > Valencia Myers,,,
,,1:47,Player Movement > Sub In > Away Player > River Baldwin,,,
FSU,2,1:31,24 Morgan Jones > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts,23,-,32
,,1:31,Shot > Morgan Jones > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:28,Misc Stat > Defensive Rebound > Paisley Johnson,,,
BYU,2,1:21,2 Shaylee Gonzales > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,23,-,32
,,1:21,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,1:18,Misc Stat > Defensive Rebound > Morgan Jones,,,
FSU,2,0:58,10 Kourtney Weber > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts,25,-,32
,,0:58,Shot > Kourtney Weber > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,2,0:39,13 Paisley Johnson > No Play Type > Turnover,25,-,32
,,0:39,Misc Stat > Steal > Kourtney Weber,,,
,,0:39,Turnover > Any Type > Paisley Johnson,,,
FSU,2,0:36,24 Morgan Jones > Transition > Left Wing > To Basket > Make 2 Pts Foul > 1 Pts,28,-,32
,,0:36,Shot > Morgan Jones > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:36,Misc Stat > Assist > O'Mariah Gordon,,,
,,0:36,Personal Foul > Defensive - Any > Paisley Johnson,,,
FSU,2,0:36,24 Morgan Jones > Non Possession > Free Throw,26,-,32
,,0:36,Shot > Morgan Jones > Free Throw > Made,,,
,,0:36,Player Movement > Sub Out > Away Player > O'Mariah Gordon,,,
,,0:36,Player Movement > Sub In > Away Player > Sara Bejedi,,,
BYU,2,0:06,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Go Away from Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,28,-,32
,,0:06,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:06,Misc Stat > Block > River Baldwin,,,
,,0:00,Misc Stat > Defensive Rebound > River Baldwin,,,
FSU,2,0:00,24 Morgan Jones > Transition > First Middle > Turnover,28,-,32
,,0:00,Misc Stat > Steal > Maria Albiero,,,
Play By Play (3rd),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,FSU - BYU,,
FSU,3,9:59,11 O’Mariah Gordon > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts,30,-,32
,,9:59,Shot > O'Mariah Gordon > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,3,9:45,13 Paisley Johnson > Spot-Up > Drives Right > To Basket > Miss 2 Pts,30,-,32
,,9:45,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,9:42,Misc Stat > Defensive Rebound > Valencia Myers,,,
FSU,3,9:10,1 River Baldwin > Post-Up > Flash Middle > Left Shoulder > No Dribble Move > To Hook > Miss 2 Pts,30,-,32
,,9:10,Shot > River Baldwin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,9:07,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,8:57,10 Tegan Graham > ISO > Left > Drives Right > Defense Commits,30,-,35
,,,Ball Delivered,,,
,,,5 Maria Albiero > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,8:57,Shot > Maria Albiero > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,8:57,Misc Stat > Assist > Tegan Graham,,,
FSU,3,8:40,11 O’Mariah Gordon > P&R Ball Handler > Right P&R > Side > Go Away from Pick > To Basket > Foul,31,-,35
,,8:40,Personal Foul > Defensive - Any > Paisley Johnson,,,
FSU,3,8:40,11 O’Mariah Gordon > Non Possession > Free Throw,31,-,35
,,8:40,Shot > O'Mariah Gordon > Free Throw > Made,,,
FSU,3,8:40,11 O’Mariah Gordon > Non Possession > Free Throw,30,-,35
,,8:40,Shot > O'Mariah Gordon > Free Throw > Missed,,,
,,8:40,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,3,8:21,10 Tegan Graham > Off Screen > To Shooter's Right > Flare > Turnover,31,-,35
,,8:21,Turnover > Any Type > Tegan Graham,,,
,,8:21,Misc Stat > Steal > Valencia Myers,,,
FSU,3,8:15,24 Morgan Jones > Transition > Ballhandler > To Basket > Miss 2 Pts,31,-,35
,,8:15,Shot > Morgan Jones > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:13,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,8:07,12 Lauren Gustin > Transition > First Middle > To Basket > Miss 2 Pts,31,-,35
,,8:07,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:04,Misc Stat > Defensive Rebound > Morgan Jones,,,
FSU,3,7:50,32 Valencia Myers > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Turnover,31,-,35
,,7:50,Misc Stat > Steal > Shaylee Gonzales,,,
,,7:50,Turnover > Any Type > Valencia Myers,,,
BYU,3,7:45,2 Shaylee Gonzales > Transition > Ballhandler > Dribble Jumper > Short to < 17' > Make 2 Pts,31,-,37
,,7:45,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
FSU,3,7:14,11 O’Mariah Gordon > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,31,-,37
,,,Ball Delivered,,,
,,,1 River Baldwin > P&R Roll Man > Rolls to Basket > Miss 2 Pts,,,
,,7:14,Shot > River Baldwin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
FSU,3,7:12,24 Morgan Jones > Offensive Rebound > Short > Run Offense,31,-,37
,,7:12,Misc Stat > Offensive Rebound > Morgan Jones,,,
FSU,3,6:58,11 O’Mariah Gordon > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,31,-,37
,,,Ball Delivered,,,
,,,24 Morgan Jones > Spot-Up > Drives Left > To Basket > Miss 2 Pts,,,
,,6:58,Shot > Morgan Jones > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:54,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,6:51,2 Shaylee Gonzales > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,31,-,37
,,6:51,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,6:48,10 Tegan Graham > Offensive Rebound > Short > Run Offense,31,-,37
,,6:48,Misc Stat > Offensive Rebound > Tegan Graham,,,
BYU,3,6:40,5 Maria Albiero > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts,31,-,37
,,6:40,Shot > Maria Albiero > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:40,Misc Stat > Block > Morgan Jones,,,
,,6:39,Misc Stat > Team Offensive Rebound > Home,,,
BYU,3,6:34,13 Paisley Johnson > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,31,-,37
,,6:34,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:39,Player Movement > Sub In > Away Player > Sara Bejedi,,,
,,6:39,Player Movement > Sub In > Away Player > Mariana Valenzuela,,,
,,6:39,Player Movement > Sub Out > Away Player > O'Mariah Gordon,,,
,,6:39,Player Movement > Sub Out > Away Player > Valencia Myers,,,
,,6:39,Player Movement > Sub In > Away Player > Makayla Timpson,,,
,,6:39,Player Movement > Sub Out > Away Player > River Baldwin,,,
,,6:32,Misc Stat > Defensive Rebound > Makayla Timpson,,,
FSU,3,6:05,4 Sara Bejedi > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Defense Commits,34,-,37
,,,Ball Delivered,,,
,,,2 Sammie Puisis > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,6:05,Shot > Sammie Puisis > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,6:05,Misc Stat > Assist > Sara Bejedi,,,
BYU,3,5:47,12 Lauren Gustin > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits,34,-,37
,,,Ball Delivered,,,
,,,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,5:47,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,5:43,2 Shaylee Gonzales > Offensive Rebound > Short > Scoring Attempt > Short to < 17' > Make 2 Pts,34,-,39
,,5:43,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,5:43,Misc Stat > Offensive Rebound > Shaylee Gonzales,,,
FSU,3,5:08,10 Kourtney Weber > Off Screen > To Shooter's Right > Straight > To Basket > Miss 2 Pts,34,-,39
,,5:08,Shot > Kourtney Weber > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:17,Player Movement > Sub In > Away Player > Kourtney Weber,,,
,,5:17,Player Movement > Sub Out > Away Player > Morgan Jones,,,
,,5:07,Misc Stat > Defensive Rebound > Paisley Johnson,,,
BYU,3,4:41,12 Lauren Gustin > Post-Up > Flash Middle > Post Pin > No Dribble Move > To Basket > Make 2 Pts,34,-,41
,,4:41,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,4:41,Misc Stat > Assist > Maria Albiero,,,
FSU,3,4:20,4 Sara Bejedi > Hand Off > From Stationary > Right > Dribble Jumper > Short to < 17' > Miss 2 Pts,34,-,41
,,4:20,Shot > Sara Bejedi > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:20,Misc Stat > Block > Tegan Graham,,,
,,4:15,Misc Stat > Defensive Rebound > Tegan Graham,,,
BYU,3,4:06,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,34,-,41
,,4:06,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,4:04,Misc Stat > Defensive Rebound > Sara Bejedi,,,
FSU,3,3:39,32 Valencia Myers > Post-Up > Flash Middle > Left Shoulder > No Dribble Move > To Basket > Make 2 Pts,36,-,41
,,3:39,Shot > Valencia Myers > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,3:47,Player Movement > Sub In > Away Player > Morgan Jones,,,
,,3:47,Player Movement > Sub In > Away Player > Valencia Myers,,,
,,3:47,Player Movement > Sub In > Away Player > O'Mariah Gordon,,,
,,3:47,Player Movement > Sub Out > Away Player > Sara Bejedi,,,
,,3:47,Player Movement > Sub Out > Away Player > Makayla Timpson,,,
,,3:47,Player Movement > Sub Out > Away Player > Sammie Puisis,,,
,,3:39,Misc Stat > Assist > Kourtney Weber,,,
BYU,3,3:19,2 Shaylee Gonzales > Off Screen > To Shooter's Right > Straight > Dribble Jumper > Short to < 17' > Miss 2 Pts,36,-,41
,,3:19,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:16,Misc Stat > Defensive Rebound > Mariana Valenzuela,,,
FSU,3,3:03,32 Valencia Myers > Post-Up > Left Block > Defense Commits > Turnover,36,-,41
,,3:03,Misc Stat > Steal > Shaylee Gonzales,,,
,,3:03,Turnover > Any Type > Valencia Myers,,,
BYU,3,3:00,2 Shaylee Gonzales > Transition > Ballhandler > Turnover,36,-,41
,,3:00,Misc Stat > Steal > Morgan Jones,,,
,,3:00,Turnover > Any Type > Shaylee Gonzales,,,
FSU,3,2:53,24 Morgan Jones > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Medium/17' to <3p > Make 2 Pts,38,-,41
,,2:53,Shot > Morgan Jones > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:53,Misc Stat > Assist > O'Mariah Gordon,,,
BYU,3,2:33,13 Paisley Johnson > ISO > Left > Drives Left > To Basket > Miss 2 Pts,38,-,41
,,2:33,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,3,2:30,12 Lauren Gustin > Offensive Rebound > Short > Run Offense,38,-,41
,,2:30,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,3,2:21,12 Lauren Gustin > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Make 2 Pts,38,-,43
,,2:21,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
FSU,3,2:02,11 O’Mariah Gordon > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts,38,-,43
,,2:02,Shot > O'Mariah Gordon > Any Type > 2 Point Attempt > Miss 2 Pts,,,
FSU,3,1:59,11 O’Mariah Gordon > Offensive Rebound > Short > Run Offense,38,-,43
,,1:59,Misc Stat > Offensive Rebound > O'Mariah Gordon,,,
FSU,3,1:46,11 O’Mariah Gordon > ISO > Left > Drives Right > To Basket > Miss 2 Pts,38,-,43
,,1:46,Turnover > Specify Turnover Type > Team Turnover > Away Team,,,
BYU,3,1:31,13 Paisley Johnson > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,38,-,43
,,1:31,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:46,Player Movement > Sub In > Home Player > Sara Hamson,,,
,,1:46,Player Movement > Sub Out > Home Player > Tegan Graham,,,
,,1:46,Player Movement > Sub Out > Away Player > Mariana Valenzuela,,,
,,1:46,Player Movement > Sub In > Away Player > River Baldwin,,,
BYU,3,1:28,13 Paisley Johnson > Offensive Rebound > Short > Run Offense,38,-,43
,,1:28,Misc Stat > Offensive Rebound > Paisley Johnson,,,
BYU,3,1:23,12 Lauren Gustin > Spot-Up > Drives Straight > Dribble Jumper > Short to < 17' > Miss 2 Pts,38,-,43
,,1:23,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:20,Misc Stat > Defensive Rebound > River Baldwin,,,
FSU,3,1:07,32 Valencia Myers > Post-Up > Right Block > Face-up > Drive Baseline > Miss 2 Pts,38,-,43
,,1:07,Shot > Valencia Myers > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:04,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,3,1:01,13 Paisley Johnson > Non Possession > Non Shooting Foul,38,-,43
,,1:01,Personal Foul > Defensive - Any > Sara Bejedi,,,
BYU,3,0:48,22 Sara Hamson > Cut > Basket > Make 2 Pts Foul > 0 Pts,38,-,45
,,0:48,Shot > Sara Hamson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:01,Player Movement > Sub Out > Away Player > Valencia Myers,,,
,,1:01,Player Movement > Sub In > Away Player > Sammie Puisis,,,
,,1:01,Player Movement > Sub In > Away Player > Makayla Timpson,,,
,,1:01,Player Movement > Sub Out > Away Player > Kourtney Weber,,,
,,1:01,Player Movement > Sub Out > Away Player > O'Mariah Gordon,,,
,,1:01,Player Movement > Sub In > Away Player > Sara Bejedi,,,
,,0:48,Personal Foul > Defensive - Any > River Baldwin,,,
,,0:48,Misc Stat > Assist > Maria Albiero,,,
BYU,3,0:48,22 Sara Hamson > Non Possession > Free Throw,38,-,43
,,0:48,Shot > Sara Hamson > Free Throw > Missed,,,
,,0:48,Misc Stat > Defensive Rebound > River Baldwin,,,
FSU,3,0:45,24 Morgan Jones > Transition > Right Wing > Turnover,38,-,45
,,0:45,Turnover > Any Type > Morgan Jones,,,
BYU,3,0:33,13 Paisley Johnson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,38,-,45
,,0:33,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,0:30,22 Sara Hamson > Offensive Rebound > Short > Run Offense,38,-,45
,,0:30,Misc Stat > Offensive Rebound > Sara Hamson,,,
BYU,3,0:12,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,38,-,45
,,0:12,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:12,Misc Stat > Block > Makayla Timpson,,,
BYU,3,0:11,22 Sara Hamson > Offensive Rebound > Short > Scoring Attempt > Short to < 17' > Miss 2 Pts,38,-,45
,,0:11,Shot > Sara Hamson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:11,Misc Stat > Offensive Rebound > Sara Hamson,,,
FSU,3,0:11,21 Makayla Timpson > No Play Type > Turnover,38,-,45
,,0:11,Misc Stat > Team Offensive Rebound > Home,,,
BYU,3,0:05,13 Paisley Johnson > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,38,-,45
,,0:05,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:04,Misc Stat > Defensive Rebound > Sara Bejedi,,,
Play By Play (4th),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,FSU - BYU,,
FSU,4,9:43,11 O’Mariah Gordon > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,38,-,45
,,,Ball Delivered,,,
,,,2 Sammie Puisis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,,,
,,9:43,Shot > Sammie Puisis > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,10:00,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,10:00,Player Movement > Sub In > Away Player > Valencia Myers,,,
,,10:00,Player Movement > Sub Out > Away Player > Makayla Timpson,,,
,,10:00,Player Movement > Sub Out > Away Player > Morgan Jones,,,
,,10:00,Player Movement > Sub Out > Away Player > Sara Bejedi,,,
,,10:00,Player Movement > Sub In > Away Player > O'Mariah Gordon,,,
,,10:00,Player Movement > Sub In > Home Player > Tegan Graham,,,
,,10:00,Player Movement > Sub In > Away Player > Kourtney Weber,,,
,,9:43,Misc Stat > Team Defensive Rebound > Home,,,
BYU,4,9:28,3 Nani Falatea > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,38,-,48
,,9:28,Shot > Nani Falatea > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,9:28,Misc Stat > Assist > Tegan Graham,,,
FSU,4,9:10,1 River Baldwin > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Hook > Miss 2 Pts,38,-,48
,,9:10,Shot > River Baldwin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,9:06,Misc Stat > Defensive Rebound > Nani Falatea,,,
BYU,4,8:57,5 Maria Albiero > Transition > Left Wing > To Basket > Miss 2 Pts,38,-,48
,,8:57,Shot > Maria Albiero > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:51,Misc Stat > Defensive Rebound > Valencia Myers,,,
FSU,4,8:43,11 O’Mariah Gordon > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,38,-,48
,,,Ball Delivered,,,
,,,2 Sammie Puisis > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,8:43,Shot > Sammie Puisis > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,8:42,Misc Stat > Team Defensive Rebound > Home,,,
BYU,4,8:16,13 Paisley Johnson > Off Screen > To Shooter's Right > Straight > To Basket > Miss 2 Pts,38,-,48
,,8:16,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:46,Player Movement > Sub In > Home Player > Nani Falatea,,,
,,8:46,Player Movement > Sub Out > Home Player > Lauren Gustin,,,
,,8:42,Player Movement > Sub Out > Home Player > Maria Albiero,,,
,,8:42,Player Movement > Sub In > Home Player > Shaylee Gonzales,,,
,,8:13,Misc Stat > Defensive Rebound > Valencia Myers,,,
FSU,4,8:01,32 Valencia Myers > No Play Type > Turnover,38,-,48
,,8:01,Misc Stat > Steal > Nani Falatea,,,
,,8:01,Turnover > Any Type > Valencia Myers,,,
BYU,4,7:38,13 Paisley Johnson > Spot-Up > Drives Right > To Basket > Make 2 Pts Foul > 1 Pts,38,-,50
,,7:38,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,8:01,Player Movement > Sub Out > Home Player > Sara Hamson,,,
,,8:01,Player Movement > Sub In > Away Player > Morgan Jones,,,
,,8:01,Player Movement > Sub In > Away Player > Makayla Timpson,,,
,,8:01,Player Movement > Sub Out > Away Player > Kourtney Weber,,,
,,8:01,Player Movement > Sub In > Home Player > Lauren Gustin,,,
,,8:01,Player Movement > Sub Out > Away Player > Valencia Myers,,,
,,7:38,Personal Foul > Defensive - Any > Makayla Timpson,,,
BYU,4,7:38,13 Paisley Johnson > Non Possession > Free Throw,38,-,51
,,7:38,Shot > Paisley Johnson > Free Throw > Made,,,
,,7:38,Player Movement > Sub In > Away Player > Mariana Valenzuela,,,
,,7:38,Player Movement > Sub Out > Away Player > River Baldwin,,,
FSU,4,7:28,11 O’Mariah Gordon > No Play Type > Turnover,38,-,51
,,7:28,Turnover > Any Type > O'Mariah Gordon,,,
BYU,4,7:17,3 Nani Falatea > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,38,-,51
,,7:17,Shot > Nani Falatea > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,4,7:14,12 Lauren Gustin > Offensive Rebound > Long > Run Offense,38,-,51
,,7:14,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,4,7:12,3 Nani Falatea > ISO > Left > Drives Left > To Basket > Turnover,38,-,51
,,7:12,Player Movement > Sub Out > Away Player > O'Mariah Gordon,,,
,,7:12,Player Movement > Sub In > Away Player > Sara Bejedi,,,
,,6:59,Personal Foul > Offensive Foul - Player Control > Nani Falatea,,,
,,6:59,Turnover > Any Type > Nani Falatea,,,
FSU,4,6:44,2 Sammie Puisis > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,38,-,51
,,6:44,Shot > Sammie Puisis > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:59,Player Movement > Sub In > Home Player > Maria Albiero,,,
,,6:59,Player Movement > Sub Out > Home Player > Nani Falatea,,,
,,6:41,Misc Stat > Defensive Rebound > Maria Albiero,,,
BYU,4,6:24,2 Shaylee Gonzales > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,38,-,51
,,6:24,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:20,Misc Stat > Defensive Rebound > Makayla Timpson,,,
FSU,4,5:55,21 Makayla Timpson > Post-Up > Flash Middle > Right Shoulder > Dribble Move > To Jumper > Miss 2 Pts,38,-,51
,,5:55,Shot > Makayla Timpson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:53,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,5:50,2 Shaylee Gonzales > Transition > Leak Outs > To Basket > Miss 2 Pts,38,-,51
,,5:50,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:47,Misc Stat > Defensive Rebound > Sammie Puisis,,,
FSU,4,5:41,4 Sara Bejedi > Transition > Ballhandler > To Basket > Miss 2 Pts,38,-,51
,,5:41,Shot > Sara Bejedi > Any Type > 2 Point Attempt > Miss 2 Pts,,,
FSU,4,5:38,21 Makayla Timpson > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts,38,-,51
,,5:38,Shot > Makayla Timpson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:39,Misc Stat > Offensive Rebound > Makayla Timpson,,,
,,5:38,Misc Stat > Block > Tegan Graham,,,
FSU,4,5:16,4 Sara Bejedi > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,41,-,51
,,,Ball Delivered,,,
,,,2 Sammie Puisis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,,,
,,5:16,Shot > Sammie Puisis > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,5:16,Misc Stat > Assist > Sara Bejedi,,,
BYU,4,4:51,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,41,-,54
,,4:51,Shot > Tegan Graham > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,4:59,Player Movement > Sub In > Away Player > Valencia Myers,,,
,,4:59,Player Movement > Sub Out > Away Player > Mariana Valenzuela,,,
,,4:51,Misc Stat > Assist > Paisley Johnson,,,
FSU,4,4:30,4 Sara Bejedi > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,41,-,54
,,,Ball Delivered,,,
,,,32 Valencia Myers > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,4:30,Shot > Valencia Myers > Any Type > 3 Point Attempt > Miss 3 Pts,,,
FSU,4,4:29,24 Morgan Jones > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,43,-,54
,,4:29,Misc Stat > Offensive Rebound > Morgan Jones,,,
,,4:29,Personal Foul > Defensive - Any > Lauren Gustin,,,
FSU,4,4:29,24 Morgan Jones > Non Possession > Free Throw,42,-,54
,,4:29,Shot > Morgan Jones > Free Throw > Made,,,
FSU,4,4:29,24 Morgan Jones > Non Possession > Free Throw,43,-,54
,,4:29,Shot > Morgan Jones > Free Throw > Made,,,
,,4:28,Player Movement > Sub In > Away Player > Mariana Valenzuela,,,
,,4:28,Player Movement > Sub Out > Away Player > Makayla Timpson,,,
BYU,4,4:12,2 Shaylee Gonzales > Hand Off > From Dribble > Left > To Basket > Foul,43,-,55
,,4:12,Personal Foul > Defensive - Any > Mariana Valenzuela,,,
BYU,4,4:12,2 Shaylee Gonzales > Non Possession > Free Throw,43,-,55
,,4:12,Shot > Shaylee Gonzales > Free Throw > Made,,,
BYU,4,4:12,2 Shaylee Gonzales > Non Possession > Free Throw,43,-,56
,,4:12,Shot > Shaylee Gonzales > Free Throw > Made,,,
FSU,4,4:01,2 Sammie Puisis > Off Screen > To Shooter's Left > Straight > Dribble Jumper > Short to < 17' > Make 2 Pts,45,-,56
,,4:01,Shot > Sammie Puisis > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,3:46,13 Paisley Johnson > ISO > Left > Drives Left > Defense Commits > Turnover,45,-,56
,,3:46,Turnover > Any Type > Paisley Johnson,,,
,,3:46,Misc Stat > Steal > Sara Bejedi,,,
FSU,4,3:41,2 Sammie Puisis > Transition > Right Wing > To Basket > Make 2 Pts,47,-,56
,,3:41,Shot > Sammie Puisis > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,3:41,Misc Stat > Assist > Sara Bejedi,,,
BYU,4,3:23,5 Maria Albiero > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts,47,-,58
,,3:23,Shot > Maria Albiero > Any Type > 2 Point Attempt > Make 2 Pts,,,
