Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,FSU - BYU,,
FSU,4,3:09,32 Valencia Myers > Post-Up > Right Block > Post Pin > No Dribble Move > To Basket > Make 2 Pts,49,-,58
,,3:09,Shot > Valencia Myers > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,3:09,Misc Stat > Assist > Morgan Jones,,,
BYU,4,2:37,13 Paisley Johnson > Off Screen > To Shooter's Left > Straight > To Basket > Miss 2 Pts,49,-,58
,,2:37,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:08,Player Movement > Sub Out > Away Player > Mariana Valenzuela,,,
,,3:08,Player Movement > Sub Out > Away Player > Valencia Myers,,,
,,3:08,Player Movement > Sub In > Away Player > Makayla Timpson,,,
,,3:08,Player Movement > Sub In > Away Player > River Baldwin,,,
,,2:37,Turnover > Specify Turnover Type > Team Turnover > Home Team,,,
,,2:37,Misc Stat > Team Offensive Rebound > Home,,,
FSU,4,2:21,4 Sara Bejedi > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,51,-,58
,,,Ball Delivered,,,
,,,10 Kourtney Weber > Spot-Up > Drives Left > To Basket > Make 2 Pts Foul > 1 Pts,,,
,,2:21,Shot > Kourtney Weber > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:37,Player Movement > Sub In > Away Player > Kourtney Weber,,,
,,2:37,Player Movement > Sub Out > Away Player > Morgan Jones,,,
,,2:37,Player Movement > Sub Out > Away Player > Makayla Timpson,,,
,,2:37,Player Movement > Sub In > Away Player > Valencia Myers,,,
,,2:21,Personal Foul > Defensive - Any > Paisley Johnson,,,
,,2:21,Player Movement > Sub In > Away Player > Makayla Timpson,,,
FSU,4,2:21,10 Kourtney Weber > Non Possession > Free Throw,52,-,58
,,2:21,Shot > Kourtney Weber > Free Throw > Made,,,
,,2:21,Player Movement > Sub Out > Away Player > Kourtney Weber,,,
,,2:21,Player Movement > Sub In > Away Player > Morgan Jones,,,
BYU,4,1:59,13 Paisley Johnson > No Play Type > Turnover,52,-,58
,,1:59,Personal Foul > Offensive Foul - Player Control > Paisley Johnson,,,
,,1:59,Turnover > Any Type > Paisley Johnson,,,
FSU,4,1:45,5 Mariana Valenzuela > ISO > Top > Early Jumper > No Dribble Jumper > Guarded > Medium/17' to <3p > Make 2 Pts,54,-,58
,,1:45,Shot > Mariana Valenzuela > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:21,Player Movement > Sub Out > Away Player > River Baldwin,,,
,,1:59,Player Movement > Sub In > Away Player > Kourtney Weber,,,
,,1:59,Player Movement > Sub In > Away Player > Mariana Valenzuela,,,
,,1:59,Player Movement > Sub Out > Away Player > Morgan Jones,,,
,,1:59,Player Movement > Sub Out > Away Player > Makayla Timpson,,,
BYU,4,1:16,13 Paisley Johnson > No Play Type > Turnover,54,-,58
,,1:16,Misc Stat > Steal > Valencia Myers,,,
,,1:16,Turnover > Any Type > Paisley Johnson,,,
FSU,4,1:12,4 Sara Bejedi > Transition > Ballhandler > To Basket > Foul,54,-,58
,,1:12,Personal Foul > Defensive - Any > Sara Hamson,,,
FSU,4,1:12,4 Sara Bejedi > Non Possession > Free Throw,54,-,58
,,1:12,Shot > Sara Bejedi > Free Throw > Missed,,,
,,1:12,Misc Stat > Team Offensive Rebound > Away,,,
FSU,4,1:12,4 Sara Bejedi > Non Possession > Free Throw,54,-,58
,,1:12,Shot > Sara Bejedi > Free Throw > Missed,,,
,,1:12,Player Movement > Sub Out > Away Player > Kourtney Weber,,,
,,1:12,Player Movement > Sub In > Away Player > Morgan Jones,,,
FSU,4,1:12,4 Sara Bejedi > Offensive Rebound > Short > Run Offense,54,-,58
,,1:12,Misc Stat > Offensive Rebound > Sara Bejedi,,,
FSU,4,0:54,32 Valencia Myers > Cut > Flash > Miss 2 Pts,54,-,58
,,0:54,Shot > Valencia Myers > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:52,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,0:44,2 Shaylee Gonzales > Non Possession > Non Shooting Foul,54,-,58
,,0:44,Personal Foul > Defensive - Any > Morgan Jones,,,
BYU,4,0:42,2 Shaylee Gonzales > No Play Type > Foul,54,-,60
,,0:42,Personal Foul > Defensive - Any > Sara Bejedi,,,
BYU,4,0:42,2 Shaylee Gonzales > Non Possession > Free Throw,54,-,59
,,0:42,Shot > Shaylee Gonzales > Free Throw > Made,,,
BYU,4,0:42,2 Shaylee Gonzales > Non Possession > Free Throw,54,-,60
,,0:42,Shot > Shaylee Gonzales > Free Throw > Made,,,
,,0:42,Player Movement > Sub In > Away Player > Kourtney Weber,,,
,,0:42,Player Movement > Sub Out > Away Player > Morgan Jones,,,
FSU,4,0:27,4 Sara Bejedi > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,54,-,60
,,0:27,Shot > Sara Bejedi > Any Type > 3 Point Attempt > Miss 3 Pts,,,
FSU,4,0:25,10 Kourtney Weber > Offensive Rebound > Long > Run Offense,54,-,60
,,0:25,Misc Stat > Offensive Rebound > Kourtney Weber,,,
FSU,4,0:16,10 Kourtney Weber > Spot-Up > Drives Right > To Basket > Miss 2 Pts,54,-,60
,,0:16,Shot > Kourtney Weber > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:14,Misc Stat > Team Defensive Rebound > Home,,,
BYU,4,0:14,2 Shaylee Gonzales > No Play Type > Foul,54,-,60
,,0:14,Player Movement > Sub In > Away Player > Morgan Jones,,,
,,0:14,Player Movement > Sub In > Home Player > Sara Hamson,,,
,,0:14,Player Movement > Sub Out > Away Player > Kourtney Weber,,,
,,0:14,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,0:12,Personal Foul > Defensive - Any > Morgan Jones,,,
BYU,4,0:12,2 Shaylee Gonzales > Non Possession > Free Throw,54,-,61
,,0:12,Shot > Shaylee Gonzales > Free Throw > Made,,,
BYU,4,0:12,2 Shaylee Gonzales > Non Possession > Free Throw,54,-,61
,,0:12,Shot > Shaylee Gonzales > Free Throw > Missed,,,
,,0:12,Player Movement > Sub Out > Away Player > Valencia Myers,,,
,,0:12,Player Movement > Sub In > Away Player > Kourtney Weber,,,
,,0:11,Misc Stat > Defensive Rebound > Mariana Valenzuela,,,
FSU,4,0:05,10 Kourtney Weber > Transition > Left Wing > Dribble Jumper > Short to < 17' > Miss 2 Pts,54,-,61
,,0:05,Shot > Kourtney Weber > Any Type > 2 Point Attempt > Miss 2 Pts,,,
FSU,4,0:02,2 Sammie Puisis > Offensive Rebound > Long > Run Offense,54,-,61
,,0:02,Misc Stat > Offensive Rebound > Sammie Puisis,,,
FSU,4,0:02,4 Sara Bejedi > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,54,-,61
,,0:02,Shot > Sara Bejedi > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:02,Misc Stat > Defensive Rebound > Maria Albiero,,,
