"","Player Name","Position","Institution","Initiated Date","BPM_Pred","Percentile","GP","MPG","PPG","REBPG","ASTPG","STLPG","BLKPG","TOPG","FG.","FT.","X3P.","TMIN","FGM","FGA","FTM","FTA","X3PM","X3PA","PTS","OR","DR","TREB","AST","TO","STL","BLK"
"546","JAMIR HUSTON","F","East Tennessee State University","03/22/2022",-0.51834737922225,0.05,8,18.9,7.4,5.1,0.4,0.5,0.4,1.8,45.7,70.8,0,151,21,46,17,24,0,5,59,17,24,41,3,14,4,3
"547","CLARA FORD","C","Boston College","03/29/2022",-0.564443041742789,0.05,29,6.1,2.2,1.3,0.2,0,0.1,0.4,59.1,61.9,0,178,26,44,13,21,0,0,65,15,23,38,6,13,1,2
"548","BRIANNA LIVINGSTON","G","Monmouth University","03/22/2022",-0.566703298802323,0.05,24,11.6,3.8,1.8,0.3,0.5,0.3,1.4,42.9,65.4,33.3,278,36,84,17,26,3,9,92,17,26,43,8,33,12,7
"549","SOPHIE BENHAROUGA","F","University of Hartford","03/14/2022",-0.585868334487338,0.05,18,7.8,2.3,1.8,0.3,0.3,0.2,1.7,29.6,54.5,23.5,141,16,54,6,11,4,17,42,9,24,33,5,30,5,4
"550","OLYMPIA CHANEY","G","University of Texas at Arlington","03/28/2022",-0.649268027154421,0.05,9,6.3,0.9,0.8,0.1,0.2,0,0.7,11.8,66.7,0,57,2,17,4,6,0,5,8,2,5,7,1,6,2,0
"551","TAIYE JOHNSON","C","Radford University","03/16/2022",-0.687922662114724,0.05,25,8.5,3.2,1.9,0.2,0,0.4,1.2,62.3,56.5,0,212,33,53,13,23,0,0,79,27,21,48,4,30,1,11
"552","JORDAN ROGERS","G","Charleston Southern University","03/07/2022",-0.738505628453167,0.05,17,12.1,3.2,1.2,0.3,0.2,0.1,1.5,32.7,50,31.8,206,17,52,13,26,7,22,54,6,14,20,5,26,4,2
"553","ASHLEY AUSTIN","G","Texas Southern University","03/22/2022",-0.773560128780663,0.05,18,15.9,5.5,1.1,1.5,0.9,0.2,3.1,33,58.8,27.3,287,35,106,20,34,9,33,99,7,13,20,27,56,17,4
"554","MARISA LEE","F","University of Hartford","03/21/2022",-0.845652374577934,0.05,24,9.3,2.3,1.2,0.3,0.3,0.3,1.3,42.6,65.2,16.7,223,20,47,15,23,1,6,56,12,17,29,7,32,7,7
"555","SHAYLA NELSON","F","North Carolina A&T State University","03/15/2022",-1.21622769324118,0.04,18,8.3,2.6,1.6,0.2,0.2,0,0.9,50,50,0,149,17,34,13,26,0,0,47,14,15,29,3,16,3,0
"556","JESS FINNEY","G","University of Washington","03/18/2022",-8.27216987597306,0.04,4,4.3,0,0.3,0.3,0,0,0.3,0,0,0,17,0,4,0,0,0,3,0,0,1,1,1,1,0,0
"557","ASHUNTEE WEEMS","G","Jacksonville State University","03/30/2022",-8.3983060344511,0.04,8,3.6,0,0.6,0.1,0,0.1,0.3,0,0,0,29,0,12,0,0,0,10,0,3,2,5,1,2,0,1
"558","JEANNA CUNNINGHAM","C","West Virginia University","03/14/2022",-8.42427471251207,0.04,4,3.5,0,0.8,0,0,1,0.5,0,0,0,14,0,1,0,0,0,0,0,0,3,3,0,2,0,4
"559","KATIE HARRIS","F","Santa Clara University","03/28/2022",-8.47639791024566,0.04,3,2.3,0,0.3,0,0,0.7,0.3,0,0,0,7,0,2,0,0,0,0,0,1,0,1,0,1,0,2
"560","CELIA SATTER","F","University of Richmond","03/11/2022",-8.89246886842255,0.03,3,2,0,0.7,0,0,0,0,0,0,0,6,0,3,0,0,0,2,0,1,1,2,0,0,0,0
"561","AMAYA OLIVER","G","University of Southern California","03/25/2022",-9.09845327801284,0.03,13,3.1,0,0.5,0.2,0.1,0,0.3,0,0,0,40,0,5,0,0,0,3,0,1,5,6,2,4,1,0
"562","GEORGIA BALDWIN","G","Eastern Kentucky University","03/10/2022",-9.22090457826887,0.01,4,2.8,0,0.5,0,0,0,0.3,0,0,0,11,0,2,0,2,0,0,0,1,1,2,0,1,0,0
"563","ZANIYYAH ROSS-BARNES","F","Stony Brook University","03/24/2022",-9.22090457826887,0.01,2,3,0,0.5,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,1,0,0,0,0
"564","CAMILA CONTRERAS","C","Virginia Commonwealth University","03/29/2022",-9.22090457826887,0.01,3,1,0,0.3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"565","SELMA EKLUND","G","University of North Carolina Wilmington","03/17/2022",-9.22090457826887,0.01,2,1,0,0.5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"566","TAMARA FOURNILLIER-ONADEKO","G","University of Illinois Chicago","03/09/2022",-9.22090457826887,0.01,1,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"567","SYRIA BUTLER","G","Valparaiso University","03/31/2022",-9.22090457826887,0.01,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"568","CASSIDY SAYLOR","G","Wagner College","03/15/2022",-9.22090457826887,0.01,6,3.7,0,0.5,0,0,0,0.3,0,0,0,22,0,3,0,2,0,1,0,0,3,3,0,2,0,0
"569","MARYMARTHA TURNER","F","Wofford College","03/22/2022",-9.22090457826887,0.01,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"570","MEKAYLA HOLLEY","G","University of Arkansas at Little Rock","03/18/2022",-9.22090457826887,0.01,2,2.5,0,0.5,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,1,0,1,0,0,0,0
"571","GENESIS PARKER","G","Butler University","03/15/2022",-9.28293470290292,0.01,1,14,0,2,1,0,0,3,0,0,0,14,0,4,0,0,0,1,0,0,2,2,1,3,0,0
"572","JADEN LANGFORD","G","Samford University","03/29/2022",-9.33107441624289,0.01,7,5.1,0.3,0.4,0.3,0,0.1,0.4,0,100,0,36,0,7,2,2,0,1,2,1,2,3,2,3,0,1
"573","SKYLAR BAILEY","G","University of Central Arkansas","03/14/2022",-9.419265211298,0.01,5,10.2,0.6,1.4,0.4,0,0,1.4,0,75,0,51,0,8,3,4,0,4,3,1,6,7,2,7,0,0
"574","ANDREA JOVICEVIC","G","University of Nevada, Reno","03/11/2022",-9.42278408164682,0.01,3,2.7,0,1.3,0,0,0,0,0,0,0,8,0,2,0,2,0,1,0,2,2,4,0,0,0,0
"575","TRINITY COPELAND","G","Long Island University","03/28/2022",-9.42278408164682,0.01,6,2.5,0,0.7,0.2,0,0,0.2,0,0,0,15,0,1,0,0,0,1,0,2,2,4,1,1,0,0
"576","CHRISTYAN REID","C","Northern Kentucky University","03/28/2022",-9.42675971396564,0.01,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,1,0,0
"577","KENNEDY LINDSEY","G","California State University, Sacramento","03/16/2022",-9.62986851038953,0.01,4,3.3,0.5,0,0,0,0,0,0,100,0,13,0,2,2,2,0,2,2,0,0,0,0,0,0,0
"578","DEMIA BESS","G","Murray State University","03/29/2022",-9.84622435098924,0,7,2,0.3,0,0.3,0,0,0,0,50,0,14,0,2,2,4,0,2,2,0,0,0,2,0,0,0
"579","ANNA DENES","G","University of Alabama at Birmingham","03/16/2022",-9.94846370298712,0,9,2.4,0.3,0.4,0,0.1,0,0.3,0,75,0,22,0,6,3,4,0,2,3,0,4,4,0,3,1,0
"580","KENNEDY TAYLOR","F","University of Colorado, Boulder","03/29/2022",-9.95830422023586,0,8,2.4,0.3,0.5,0.3,0.1,0,0.3,0,100,0,19,0,1,2,2,0,1,2,1,3,4,2,2,1,0
"581","KENLEY WOODS","G","University of North Alabama","03/18/2022",-10.0624662431306,0,8,3.8,0.1,0.9,0.6,0.1,0,0.6,0,25,0,30,0,0,1,4,0,0,1,2,5,7,5,5,1,0
"582","NIA BAILEY","G","Manhattan College","03/28/2022",-10.8293384663252,0,8,2.5,0,0.4,0.3,0,0,0.6,0,0,0,20,0,4,0,0,0,0,0,2,1,3,2,5,0,0
"583","GISELA SANCHEZ IZNAJAR",NA,"University of Arizona","03/31/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","RASHAYA KYLE",NA,"Purdue University","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","KALIA WALKER",NA,"University of Arkansas, Pine Bluff","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","EMILIA BISHOP",NA,"University of Northern Colorado","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","AALIYAH IRIZARRY PEREZ",NA,"Furman University","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","MARY DEVER",NA,"Bowling Green State University","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","KENDAL MOORE",NA,"North Carolina State University","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","ABIGAIL PROHASKA",NA,"University of Notre Dame","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","SAMANTHA BRUNELLE",NA,"University of Notre Dame","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","PENELOPE MATHIEU-CASTILLO",NA,"University of Maine","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","RHIANNON OCKWELL",NA,"Louisiana Tech University","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","CAROLINE STOVER",NA,"William & Mary","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","CASEY PAEA",NA,"University at Buffalo, the State University of New York","03/30/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","LOU LOPEZ SENECHAL",NA,"Fairfield University","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","STEPHANIE DAVIS",NA,"College of the Holy Cross","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","PRISCILLA WILLIAMS",NA,"Syracuse University","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","JORDYN WEAVER",NA,"Sam Houston State University","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","CHINELO IBEH",NA,"University of Central Arkansas","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","VICTORIA HUNTER",NA,"Western Kentucky University","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","REBEKA RENCZES",NA,"University of New Mexico","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","AALIYAH MCMILLAN",NA,"University of Texas at Arlington","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","ASHLEY EVANS-RICHARDS",NA,"Lafayette College","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","GABRIELLA GREGORY",NA,"University of Oklahoma","03/29/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","KEYEL BRITZMANN",NA,"Belmont University","03/28/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","JADA WILLIAMS",NA,"Temple University","03/28/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","MADISON FREDERICK",NA,"Iowa State University","03/28/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","ABIGAIL BAILEY",NA,"Mount St. Mary's University","03/27/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","TEODORA POPOVIC",NA,"Long Beach State University","03/25/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","JNAYA WALKER",NA,"University of Central Florida","03/25/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","YANNI HENDLEY-MCCALLA",NA,"University of Rhode Island","03/25/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","NYAH BOYD",NA,"Oklahoma State University","03/25/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","ELLI GARNETT",NA,"University of Northern Colorado","03/25/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","GABRIELLE WENER",NA,"Monmouth University","03/25/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","DREUNA EDWARDS",NA,"University of Kentucky","03/25/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","IZABELA LEITE",NA,"Florida State University","03/25/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","NATALIE GREENWOOD",NA,"Northern Arizona University","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","ISABELLA CRAVENS",NA,"University of Nebraska, Lincoln","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","NINA DE LEON",NA,"Austin Peay State University","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","KATELYN MAGER",NA,"Merrimack College","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","ANAYA BARNEY",NA,"University of Northern Iowa","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","MALENE LIND PEDERSEN",NA,"Kansas State University","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","DANIELLE MCTEER",NA,"William & Mary","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","JAELYN ACKER",NA,"California Baptist University","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","TYRA FORD",NA,"Indiana University-Purdue University Indianapolis","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","TERESA WOLAK",NA,"Rider University","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","ALIMAT ABIOLA",NA,"Eastern Michigan University","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","ALEXIS WAGNER",NA,"Youngstown State University","03/24/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","ALEXIS PRITCHARD",NA,"Santa Clara University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","RACHEL RANKE",NA,"Kansas State University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","TENEIL ROBERTSON",NA,"Stetson University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","ALEXIS JACKSON",NA,"Kent State University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","YASRIYYAH WAZEERUD-DIN",NA,"Stetson University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","TAYLOR CALDWELL",NA,"Grand Canyon University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","VALERIA TAPIA",NA,"The University of Texas Rio Grande Valley","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","KIYLEY FLOWERS",NA,"Grand Canyon University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","DEMYA YOUNG",NA,"University of Arkansas at Little Rock","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","MADISON COVINGTON",NA,"Virginia Commonwealth University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","FESS HAWKNS",NA,"The University of Southern Mississippi","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","MICOLE CAYTON",NA,"University of Nebraska, Lincoln","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","ABIGAIL DRAPER",NA,"Bradley University","03/23/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","GABRIELE GIUFFRE",NA,"University of San Diego","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","BRISHONNE TOLLIE",NA,"Southern Methodist University","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","DENIYAH LUTZ",NA,"Wofford College","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","AKIRA LEVY",NA,"University of Cincinnati","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","ALEXANDRIA ROUSE",NA,"Old Dominion University","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","TEKIA MACK",NA,"DePaul University","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","MADISON DORING",NA,"American University","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","CLAIRMONDE STEELE",NA,"Lehigh University","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","ELIYJAH PRICEBROOKS",NA,"Texas A&M University-Corpus Christi","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","ASHYA SHEELEY-KLOPFENSTEIN",NA,"Robert Morris University","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","SOPHIA HAYDON",NA,"George Washington University","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","ALISHA KNIGHTS",NA,"University of North Florida","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","ROCHELLE NORRIS",NA,"Virginia Polytechnic Institute and State University","03/22/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","SYDNEY AVOLETTA",NA,"Iona College","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","SOPHIA GERBER",NA,"University of Colorado, Boulder","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","SIRENA TUITELE",NA,"University of Colorado, Boulder","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","YO'MYRIS MORRIS",NA,"Texas Christian University","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","IVET SUBIRATS TERUEL",NA,"Ball State University","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","MADELYN MCCREA",NA,"Mount St. Mary's University","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","SKYLER CHRISTMAS",NA,"University of Louisiana at Lafayette","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","ENDYA BUFORD",NA,"University of Memphis","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","CAITELYN KNUTSON",NA,"Southern Illinois University Edwardsville","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","THERSULVA-ANGELICA JUSTE-JEAN",NA,"Coastal Carolina University","03/21/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
