Name,BPM_Pred
Shaylee Gonzales,0.81626
Nani Falatea,7.3539
Arielle MackeyWilliams,2.49111
Maria Albiero,5.20452
Tegan Graham,-2.31277
Kaylee Smiler,-6.61904
Lauren Gustin,-6.90451
Paisley Harding,3.47071
Sara Hamson,1.78388
Emma Calvert,1.78634
