Name,BPM_Pred
Shaylee Gonzales,-0.0339
Nani Falatea,5.02701
Arielle MackeyWilliams,4.89648
Maria Albiero,3.53921
Tegan Graham,1.99344
Kaylee Smiler,5.06926
Lauren Gustin,2.86548
Paisley Harding,4.97896
Sara Hamson,1.95985
Rose Bubakar,-2.04343
Emma Calvert,4.89958
Kate Vorwaller,5.02701
