Name,BPM_Pred
Shaylee Gonzales,3.98338
Nani Falatea,8.12351
Arielle MackeyWilliams,-7.48461
Maria Albiero,-5.4617000000000004
Tegan Graham,4.25831
Lauren Gustin,1.76653
Paisley Harding,-2.8854
Sara Hamson,3.11834
Emma Calvert,1.87945
Kate Vorwaller,1.85383
