Name,BPM_Pred
Shaylee Gonzales,-1.06238
Nani Falatea,1.97804
Arielle MackeyWilliams,-1.06651
Maria Albiero,7.51177
Tegan Graham,1.78335
Kaylee Smiler,1.89368
Lauren Gustin,1.87434
Paisley Harding,6.68674
Devry Millett,1.91079
Sara Hamson,-6.54172
Emma Calvert,5.16715
