Name,BPM_Pred
Shaylee Gonzales,-0.15588
Nani Falatea,-6.71197
Maria Albiero,-5.40692
Tegan Graham,-1.2607
Kaylee Smiler,-4.85435
Lauren Gustin,1.21685
Paisley Harding,6.4518
Sara Hamson,2.15208
Emma Calvert,1.85383
