Name,BPM_Pred
Shaylee Gonzales,7.56909
Nani Falatea,-5.4444
Arielle MackeyWilliams,6.27505
Maria Albiero,6.27505
Tegan Graham,6.9567
Kaylee Smiler,-3.29101
Lauren Gustin,1.57606
Paisley Harding,-7.47139
Sara Hamson,1.84712
Emma Calvert,4.8124
