Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,USU - BYU,,
,,2:37,Misc Stat > Assist > Paisley Johnson,,,
USU,2,2:23,4 E'Lease Stafford > Spot-Up > Drives Left > To Basket > Miss 2 Pts,22,-,52
,,2:23,Shot > E'lease Stafford > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,2:23,Misc Stat > Block > Lauren Gustin,,,
,,2:17,Misc Stat > Defensive Rebound > Maria Albiero,,,
BYU,2,2:15,12 Lauren Gustin > Transition > First Middle > To Basket > Make 2 Pts,22,-,54
,,2:15,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,2:15,Misc Stat > Assist > Maria Albiero,,,
USU,2,1:47,2 Meagan Mendazona > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,25,-,54
,,,Ball Delivered,,,
,,,10 Emmie Harris > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,,,
,,1:47,Shot > Emmie Harris > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,1:47,Misc Stat > Assist > E'lease Stafford,,,
BYU,2,1:34,12 Lauren Gustin > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts,25,-,54
,,1:34,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,2,1:33,10 Tegan Graham > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,25,-,56
,,1:33,Player Movement > Sub Out > Home Player > Emma Calvert,,,
,,1:33,Player Movement > Sub Out > Away Player > E'lease Stafford,,,
,,1:33,Personal Foul > Defensive - Any > Kaylin Randhawa,,,
,,1:33,Player Movement > Sub Out > Away Player > Olivia Wikstrom,,,
,,1:33,Player Movement > Sub In > Home Player > Arielle Mackeywilliams,,,
,,1:33,Player Movement > Sub In > Away Player > Manna Mensah,,,
,,1:33,Player Movement > Sub In > Away Player > Faith Brantley,,,
,,1:33,Player Movement > Sub In > Away Player > Taylor Franson,,,
,,1:33,Player Movement > Sub Out > Away Player > Meagan Mendazona,,,
,,1:33,Misc Stat > Offensive Rebound > Tegan Graham,,,
,,1:16,Player Movement > Sub Out > Home Player > Lauren Gustin,,,
,,1:16,Player Movement > Sub In > Home Player > Sara Hamson,,,
BYU,2,1:33,10 Tegan Graham > Non Possession > Free Throw,25,-,55
,,1:33,Shot > Tegan Graham > Free Throw > Made,,,
BYU,2,1:33,10 Tegan Graham > Non Possession > Free Throw,25,-,56
,,1:33,Shot > Tegan Graham > Free Throw > Made,,,
USU,2,1:04,0 Faith Brantley > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,25,-,56
,,1:04,Shot > Faith Brantley > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,1:01,Misc Stat > Team Offensive Rebound > Away,,,
USU,2,0:52,10 Emmie Harris > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,28,-,56
,,0:52,Shot > Emmie Harris > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,0:52,Misc Stat > Assist > Faith Brantley,,,
BYU,2,0:32,5 Maria Albiero > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,28,-,56
,,0:32,Shot > Maria Albiero > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,2,0:29,10 Tegan Graham > Offensive Rebound > Long > Run Offense,28,-,56
,,0:29,Misc Stat > Offensive Rebound > Tegan Graham,,,
BYU,2,0:13,5 Maria Albiero > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover,28,-,56
,,0:13,Turnover > Any Type > Maria Albiero,,,
,,0:13,Misc Stat > Steal > Kaylin Randhawa,,,
USU,2,0:06,21 Kaylin Randhawa > Transition > Ballhandler > To Basket > Miss 2 Pts,28,-,56
,,0:06,Shot > Kaylin Randhawa > Any Type > 2 Point Attempt > Miss 2 Pts,,,
USU,2,0:03,10 Emmie Harris > Offensive Rebound > Long > Run Offense,28,-,56
,,0:03,Misc Stat > Offensive Rebound > Emmie Harris,,,
USU,2,0:02,21 Kaylin Randhawa > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,31,-,56
,,0:02,Shot > Kaylin Randhawa > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,0:02,Misc Stat > Assist > Emmie Harris,,,
Play By Play (3rd),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,USU - BYU,,
USU,3,9:48,21 Kaylin Randhawa > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts,31,-,56
,,9:48,Shot > Kaylin Randhawa > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,10:00,Player Movement > Sub Out > Home Player > Sara Hamson,,,
,,10:00,Player Movement > Sub Out > Away Player > Taylor Franson,,,
,,10:00,Player Movement > Sub Out > Away Player > Emmie Harris,,,
,,10:00,Player Movement > Sub Out > Away Player > Faith Brantley,,,
,,10:00,Player Movement > Sub In > Away Player > Laci Hawthorne,,,
,,10:00,Player Movement > Sub In > Away Player > E'lease Stafford,,,
,,10:00,Player Movement > Sub In > Home Player > Lauren Gustin,,,
,,10:00,Player Movement > Sub In > Home Player > Shaylee Gonzales,,,
,,10:00,Player Movement > Sub Out > Home Player > Arielle Mackeywilliams,,,
,,10:00,Player Movement > Sub In > Away Player > Olivia Wikstrom,,,
,,9:46,Misc Stat > Team Offensive Rebound > Away,,,
USU,3,9:41,21 Kaylin Randhawa > Hand Off > From Stationary > Left > Turnover,31,-,56
,,9:41,Misc Stat > Steal > Tegan Graham,,,
,,9:41,Turnover > Any Type > Kaylin Randhawa,,,
BYU,3,9:33,12 Lauren Gustin > Transition > First Middle > To Basket > Make 2 Pts,31,-,58
,,9:33,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:33,Misc Stat > Assist > Shaylee Gonzales,,,
USU,3,9:23,4 E'Lease Stafford > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,34,-,58
,,9:23,Shot > E'lease Stafford > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,9:23,Misc Stat > Assist > Kaylin Randhawa,,,
BYU,3,9:12,2 Shaylee Gonzales > Cut > Basket > Make 2 Pts,34,-,60
,,9:12,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:12,Misc Stat > Assist > Tegan Graham,,,
USU,3,9:02,3 Laci Hawthorne > Spot-Up > Drives Left > Turnover,34,-,60
,,9:02,Misc Stat > Steal > Maria Albiero,,,
,,9:02,Turnover > Any Type > Laci Hawthorne,,,
BYU,3,8:38,12 Lauren Gustin > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits,34,-,63
,,,Ball Delivered,,,
,,,5 Maria Albiero > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,8:38,Shot > Maria Albiero > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,8:38,Misc Stat > Assist > Shaylee Gonzales,,,
USU,3,8:28,21 Kaylin Randhawa > Non Possession > Non Shooting Foul,34,-,63
,,8:28,Personal Foul > Defensive - Any > Paisley Johnson,,,
USU,3,8:18,3 Laci Hawthorne > Spot-Up > Drives Left > To Basket > Turnover,34,-,63
,,8:18,Misc Stat > Steal > Tegan Graham,,,
,,8:18,Turnover > Any Type > Laci Hawthorne,,,
BYU,3,8:06,12 Lauren Gustin > Post-Up > Flash Middle > Post Pin > Dribble Move > To Hook > Foul,34,-,65
,,8:06,Personal Foul > Defensive - Any > Olivia Wikstrom,,,
,,8:06,Player Movement > Sub In > Away Player > Emmie Harris,,,
,,8:06,Player Movement > Sub Out > Away Player > Olivia Wikstrom,,,
BYU,3,8:06,12 Lauren Gustin > Non Possession > Free Throw,34,-,64
,,8:06,Shot > Lauren Gustin > Free Throw > Made,,,
BYU,3,8:06,12 Lauren Gustin > Non Possession > Free Throw,34,-,65
,,8:06,Shot > Lauren Gustin > Free Throw > Made,,,
USU,3,7:44,3 Laci Hawthorne > Cut > Basket > Miss 2 Pts,34,-,65
,,7:44,Shot > Laci Hawthorne > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,7:40,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,3,7:38,2 Shaylee Gonzales > Transition > Ballhandler > To Basket > Make 2 Pts Foul > 1 Pts,34,-,67
,,7:38,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,7:38,Player Movement > Sub Out > Away Player > E'lease Stafford,,,
,,7:38,Player Movement > Sub In > Away Player > Faith Brantley,,,
,,7:38,Personal Foul > Defensive - Any > E'lease Stafford,,,
,,7:38,Player Movement > Sub In > Away Player > Adryana Quezada,,,
,,7:38,Player Movement > Sub Out > Away Player > Manna Mensah,,,
BYU,3,7:38,2 Shaylee Gonzales > Non Possession > Free Throw,34,-,68
,,7:38,Shot > Shaylee Gonzales > Free Throw > Made,,,
USU,3,7:28,10 Emmie Harris > Hand Off > From Dribble > Left > Turnover,34,-,68
,,7:28,Misc Stat > Steal > Shaylee Gonzales,,,
,,7:28,Turnover > Any Type > Emmie Harris,,,
BYU,3,7:18,10 Tegan Graham > Transition > Trailer > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,34,-,68
,,7:18,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,7:16,Misc Stat > Defensive Rebound > Faith Brantley,,,
USU,3,6:56,21 Kaylin Randhawa > No Play Type > Turnover,34,-,68
,,6:56,Turnover > Any Type > Kaylin Randhawa,,,
BYU,3,6:43,13 Paisley Johnson > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,34,-,68
,,6:43,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:39,Misc Stat > Defensive Rebound > Adryana Quezada,,,
USU,3,6:33,21 Kaylin Randhawa > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,34,-,68
,,6:33,Shot > Kaylin Randhawa > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:30,Misc Stat > Defensive Rebound > Maria Albiero,,,
BYU,3,6:10,2 Shaylee Gonzales > Spot-Up > Drives Left > To Basket > Turnover,34,-,68
,,6:10,Player Movement > Sub In > Home Player > Nani Falatea,,,
,,6:10,Player Movement > Sub Out > Away Player > Kaylin Randhawa,,,
,,6:10,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,6:10,Personal Foul > Offensive Foul - Player Control > Shaylee Gonzales,,,
,,6:10,Turnover > Any Type > Shaylee Gonzales,,,
,,6:10,Player Movement > Sub In > Away Player > Shyla Latone,,,
USU,3,5:47,0 Faith Brantley > Non Possession > Non Shooting Foul,34,-,68
,,5:47,Player Movement > Sub In > Home Player > Shaylee Gonzales,,,
,,5:47,Player Movement > Sub Out > Home Player > Maria Albiero,,,
,,5:47,Personal Foul > Defensive - Any > Paisley Johnson,,,
USU,3,5:40,3 Laci Hawthorne > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits,37,-,68
,,,Ball Delivered,,,
,,,10 Emmie Harris > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,,
,,5:40,Shot > Emmie Harris > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,5:40,Misc Stat > Assist > Faith Brantley,,,
BYU,3,5:30,13 Paisley Johnson > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,37,-,68
,,5:30,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,5:27,Misc Stat > Defensive Rebound > Faith Brantley,,,
USU,3,5:14,0 Faith Brantley > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,37,-,68
,,5:14,Shot > Faith Brantley > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,5:11,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,3,5:09,12 Lauren Gustin > Transition > First Middle > To Basket > Make 2 Pts,37,-,70
,,5:09,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,5:09,Misc Stat > Assist > Shaylee Gonzales,,,
USU,3,4:55,23 Shyla Latone > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts,37,-,70
,,4:55,Shot > Shyla Latone > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,4:52,Misc Stat > Defensive Rebound > Tegan Graham,,,
BYU,3,4:45,2 Shaylee Gonzales > Transition > Right Wing > To Basket > Foul,37,-,72
,,4:45,Personal Foul > Defensive - Any > Shyla Latone,,,
BYU,3,4:45,2 Shaylee Gonzales > Non Possession > Free Throw,37,-,71
,,4:45,Shot > Shaylee Gonzales > Free Throw > Made,,,
BYU,3,4:45,2 Shaylee Gonzales > Non Possession > Free Throw,37,-,72
,,4:45,Shot > Shaylee Gonzales > Free Throw > Made,,,
,,4:45,Player Movement > Sub Out > Home Player > Lauren Gustin,,,
,,4:45,Player Movement > Sub In > Home Player > Sara Hamson,,,
,,4:45,Player Movement > Sub In > Away Player > E'lease Stafford,,,
,,4:45,Player Movement > Sub In > Home Player > Arielle Mackeywilliams,,,
,,4:45,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,4:45,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,4:45,Player Movement > Sub In > Away Player > Meagan Mendazona,,,
,,4:45,Player Movement > Sub In > Home Player > Emma Calvert,,,
,,4:45,Player Movement > Sub Out > Away Player > Faith Brantley,,,
,,4:45,Player Movement > Sub Out > Away Player > Laci Hawthorne,,,
USU,3,4:31,23 Shyla Latone > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,37,-,72
,,4:31,Shot > Shyla Latone > Any Type > 3 Point Attempt > Miss 3 Pts,,,
USU,3,4:28,2 Meagan Mendazona > Offensive Rebound > Long > Run Offense,37,-,72
,,4:28,Misc Stat > Offensive Rebound > Meagan Mendazona,,,
USU,3,4:18,4 E'Lease Stafford > P&R Ball Handler > Left P&R > Side > Takes Early Jump Shot > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,40,-,72
,,4:18,Shot > E'lease Stafford > Any Type > 3 Point Attempt > Make 3 Pts,,,
BYU,3,4:08,25 Emma Calvert > Post-Up > Flash Middle > Post Pin > No Dribble Move > To Basket > Make 2 Pts,40,-,74
,,4:08,Shot > Emma Calvert > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,4:08,Misc Stat > Assist > Tegan Graham,,,
USU,3,3:57,2 Meagan Mendazona > No Play Type > To Basket > Miss 2 Pts,40,-,74
,,3:57,Shot > Meagan Mendazona > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:57,Misc Stat > Block > Sara Hamson,,,
USU,3,3:51,2 Meagan Mendazona > Offensive Rebound > Short > Run Offense,40,-,74
,,3:51,Misc Stat > Offensive Rebound > Meagan Mendazona,,,
USU,3,3:45,23 Shyla Latone > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,40,-,74
,,3:45,Shot > Shyla Latone > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:45,Misc Stat > Block > Sara Hamson,,,
BYU,3,3:43,25 Emma Calvert > Post-Up > Left Block > Post Pin > Turnover,40,-,74
,,3:43,Player Movement > Sub Out > Away Player > Shyla Latone,,,
,,3:43,Turnover > Any Type > Emma Calvert,,,
,,3:43,Player Movement > Sub In > Away Player > Kaylin Randhawa,,,
USU,3,3:27,32 Adryana Quezada > ISO > Top > Drives Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts,42,-,74
,,3:27,Shot > Adryana Quezada > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,3,3:18,22 Sara Hamson > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits,42,-,74
,,,Ball Delivered,,,
,,,10 Tegan Graham > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,,,
,,3:18,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,3:13,Misc Stat > Defensive Rebound > Kaylin Randhawa,,,
USU,3,3:08,21 Kaylin Randhawa > Non Possession > Non Shooting Foul,42,-,74
,,3:08,Player Movement > Sub In > Home Player > Rose Bubakar,,,
,,3:08,Personal Foul > Defensive - Any > Nani Falatea,,,
,,3:08,Player Movement > Sub Out > Home Player > Tegan Graham,,,
USU,3,3:04,4 E'Lease Stafford > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,42,-,74
,,3:04,Shot > E'lease Stafford > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,3:00,Misc Stat > Defensive Rebound > Rose Bubakar,,,
BYU,3,2:38,4 Arielle MackeyWilliams > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,42,-,74
,,2:38,Shot > Arielle Mackeywilliams > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,2:34,24 Rose Bubakar > Offensive Rebound > Long > Run Offense,42,-,74
,,2:34,Misc Stat > Offensive Rebound > Rose Bubakar,,,
BYU,3,2:16,25 Emma Calvert > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,42,-,77
,,2:16,Shot > Emma Calvert > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,2:16,Misc Stat > Assist > Nani Falatea,,,
USU,3,1:51,32 Adryana Quezada > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Foul,44,-,77
,,1:51,Personal Foul > Defensive - Any > Emma Calvert,,,
USU,3,1:51,32 Adryana Quezada > Non Possession > Free Throw,43,-,77
,,1:51,Shot > Adryana Quezada > Free Throw > Made,,,
USU,3,1:51,32 Adryana Quezada > Non Possession > Free Throw,44,-,77
,,1:51,Shot > Adryana Quezada > Free Throw > Made,,,
BYU,3,1:44,4 Arielle MackeyWilliams > Transition > Left Wing > Turnover,44,-,77
,,1:44,Turnover > Any Type > Arielle Mackeywilliams,,,
,,1:35,Misc Stat > Steal > Nani Falatea,,,
USU,3,1:35,2 Meagan Mendazona > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover,44,-,77
,,1:35,Turnover > Any Type > Meagan Mendazona,,,
BYU,3,1:32,3 Nani Falatea > Transition > Ballhandler > To Basket > Foul,44,-,79
,,1:32,Personal Foul > Defensive - Any > Emmie Harris,,,
BYU,3,1:32,3 Nani Falatea > Non Possession > Free Throw,44,-,78
,,1:32,Shot > Nani Falatea > Free Throw > Made,,,
BYU,3,1:32,3 Nani Falatea > Non Possession > Free Throw,44,-,79
,,1:32,Shot > Nani Falatea > Free Throw > Made,,,
USU,3,1:17,10 Emmie Harris > Cut > Basket > Foul,45,-,79
,,1:17,Personal Foul > Defensive - Any > Emma Calvert,,,
USU,3,1:17,10 Emmie Harris > Non Possession > Free Throw,45,-,79
,,1:17,Shot > Emmie Harris > Free Throw > Made,,,
USU,3,1:17,10 Emmie Harris > Non Possession > Free Throw,46,-,79
,,1:17,Shot > Emmie Harris > Free Throw > Made,,,
BYU,3,1:05,4 Arielle MackeyWilliams > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,46,-,79
,,,Ball Delivered,,,
,,,24 Rose Bubakar > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,1:05,Shot > Rose Bubakar > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,1:01,Misc Stat > Defensive Rebound > Adryana Quezada,,,
USU,3,0:50,10 Emmie Harris > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts,46,-,79
,,0:50,Shot > Emmie Harris > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:50,Misc Stat > Team Offensive Rebound > Away,,,
,,0:50,Misc Stat > Block > Sara Hamson,,,
USU,3,0:43,10 Emmie Harris > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,46,-,79
,,0:43,Shot > Emmie Harris > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:40,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,3,0:35,25 Emma Calvert > Transition > First Middle > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts,46,-,79
,,0:35,Shot > Emma Calvert > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,3,0:31,24 Rose Bubakar > Offensive Rebound > Short > Run Offense,46,-,79
,,0:31,Misc Stat > Offensive Rebound > Rose Bubakar,,,
BYU,3,0:29,3 Nani Falatea > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,46,-,79
,,0:29,Shot > Nani Falatea > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,0:26,25 Emma Calvert > Offensive Rebound > Long > Turnover,46,-,79
,,0:26,Misc Stat > Offensive Rebound > Emma Calvert,,,
,,0:25,Turnover > Any Type > Emma Calvert,,,
,,0:25,Misc Stat > Steal > E'lease Stafford,,,
USU,3,0:07,10 Emmie Harris > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits,48,-,79
,,,Ball Delivered,,,
,,,32 Adryana Quezada > P&R Roll Man > Rolls to Basket > Make 2 Pts,,,
,,0:07,Shot > Adryana Quezada > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:07,Misc Stat > Assist > Emmie Harris,,,
BYU,3,0:00,25 Emma Calvert > No Play Type > Turnover,48,-,79
,,0:00,Misc Stat > Steal > Kaylin Randhawa,,,
,,0:00,Turnover > Any Type > Emma Calvert,,,
Play By Play (4th),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,USU - BYU,,
USU,4,9:50,32 Adryana Quezada > P&R Ball Handler > Left P&R > Side > Takes Early Jump Shot > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,51,-,79
,,9:50,Shot > Adryana Quezada > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,10:00,Player Movement > Sub Out > Home Player > Sara Hamson,,,
,,10:00,Player Movement > Sub In > Home Player > Shaylee Gonzales,,,
,,10:00,Player Movement > Sub Out > Home Player > Nani Falatea,,,
,,10:00,Player Movement > Sub In > Home Player > Paisley Johnson,,,
,,10:00,Player Movement > Sub In > Home Player > Tegan Graham,,,
,,10:00,Player Movement > Sub Out > Home Player > Rose Bubakar,,,
,,9:50,Misc Stat > Assist > E'lease Stafford,,,
BYU,4,9:32,2 Shaylee Gonzales > Cut > Basket > Make 2 Pts,51,-,81
,,9:32,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:32,Misc Stat > Assist > Tegan Graham,,,
USU,4,9:21,21 Kaylin Randhawa > No Play Type > To Basket > Make 2 Pts,53,-,81
,,9:21,Shot > Kaylin Randhawa > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,9:04,4 Arielle MackeyWilliams > No Play Type > Turnover,53,-,81
,,9:04,Turnover > Any Type > Arielle Mackeywilliams,,,
,,9:04,Personal Foul > Offensive Foul - Player Control > Arielle Mackeywilliams,,,
USU,4,8:36,32 Adryana Quezada > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Make 2 Pts,55,-,81
,,8:36,Shot > Adryana Quezada > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,8:36,Misc Stat > Assist > Meagan Mendazona,,,
BYU,4,8:20,10 Tegan Graham > Off Screen > To Shooter's Left > Flare > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,55,-,81
,,8:20,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,8:18,Misc Stat > Team Defensive Rebound > Away,,,
,,8:18,Player Movement > Sub In > Home Player > Sara Hamson,,,
,,8:18,Player Movement > Sub Out > Home Player > Emma Calvert,,,
USU,4,8:08,2 Meagan Mendazona > No Play Type > Turnover,55,-,81
,,8:08,Turnover > Any Type > Meagan Mendazona,,,
BYU,4,8:05,10 Tegan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,55,-,84
,,8:05,Shot > Tegan Graham > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,8:05,Misc Stat > Assist > Paisley Johnson,,,
USU,4,7:45,21 Kaylin Randhawa > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,58,-,84
,,7:45,Shot > Kaylin Randhawa > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,7:45,Misc Stat > Assist > Adryana Quezada,,,
BYU,4,7:34,13 Paisley Johnson > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,58,-,84
,,7:34,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,4,7:31,2 Shaylee Gonzales > Offensive Rebound > Short > Run Offense,58,-,84
,,7:31,Misc Stat > Offensive Rebound > Shaylee Gonzales,,,
BYU,4,7:29,22 Sara Hamson > Cut > Basket > Make 2 Pts,58,-,86
,,7:29,Shot > Sara Hamson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,7:29,Misc Stat > Assist > Shaylee Gonzales,,,
BYU,4,7:18,2 Shaylee Gonzales > Transition > Ballhandler > To Basket > Miss 2 Pts,58,-,86
,,7:18,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,7:15,Misc Stat > Defensive Rebound > Adryana Quezada,,,
USU,4,7:12,21 Kaylin Randhawa > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,58,-,86
,,7:12,Shot > Kaylin Randhawa > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,7:10,Player Movement > Sub Out > Away Player > Meagan Mendazona,,,
,,7:10,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,7:10,Player Movement > Sub In > Away Player > Laci Hawthorne,,,
,,7:10,Player Movement > Sub In > Home Player > Nani Falatea,,,
,,7:10,Player Movement > Sub Out > Away Player > Adryana Quezada,,,
,,7:10,Player Movement > Sub In > Away Player > Faith Brantley,,,
,,7:10,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,7:10,Player Movement > Sub In > Home Player > Rose Bubakar,,,
,,7:10,Misc Stat > Team Defensive Rebound > Home,,,
BYU,4,6:50,24 Rose Bubakar > Hand Off > From Dribble > Right > To Basket > Foul,58,-,87
,,6:50,Player Movement > Sub Out > Home Player > Tegan Graham,,,
,,6:50,Player Movement > Sub In > Home Player > Emma Calvert,,,
,,6:50,Personal Foul > Defensive - Any > Laci Hawthorne,,,
BYU,4,6:50,24 Rose Bubakar > Non Possession > Free Throw,58,-,87
,,6:50,Shot > Rose Bubakar > Free Throw > Missed,,,
BYU,4,6:50,24 Rose Bubakar > Non Possession > Free Throw,58,-,87
,,6:50,Shot > Rose Bubakar > Free Throw > Made,,,
USU,4,6:42,0 Faith Brantley > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > To Basket > Miss 2 Pts,58,-,87
,,6:42,Shot > Faith Brantley > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:40,Misc Stat > Defensive Rebound > Nani Falatea,,,
BYU,4,6:36,3 Nani Falatea > Transition > Ballhandler > Turnover,58,-,87
,,6:36,Misc Stat > Steal > Kaylin Randhawa,,,
,,6:36,Turnover > Any Type > Nani Falatea,,,
USU,4,6:28,21 Kaylin Randhawa > Transition > Ballhandler > Dribble Jumper > Long/3pt > Miss 3 Pts,58,-,87
,,6:28,Shot > Kaylin Randhawa > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:25,Misc Stat > Defensive Rebound > Nani Falatea,,,
