Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BYU - UWV,,
,,0:01,Shot > Savannah Samuel > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:01,Misc Stat > Assist > Ariana Gray,,,
Play By Play (3rd),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BYU - UWV,,
UWV,3,9:50,12 Esmery Martinez > ISO > Top > Early Jumper > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts,29,-,37
,,9:50,Shot > Esmery Martinez > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,10:00,Player Movement > Sub Out > Away Player > Nani Falatea,,,
,,10:00,Player Movement > Sub Out > Home Player > Ariana Gray,,,
,,10:00,Player Movement > Sub In > Home Player > Jayla Hemingway,,,
,,10:00,Player Movement > Sub In > Away Player > Paisley Johnson,,,
,,10:00,Player Movement > Sub In > Away Player > Tegan Graham,,,
,,10:00,Player Movement > Sub In > Home Player > Kari Niblack,,,
,,10:00,Player Movement > Sub Out > Away Player > Emma Calvert,,,
,,10:00,Player Movement > Sub Out > Home Player > Savannah Samuel,,,
UWV,3,9:42,0 Jayla Hemingway > Offensive Rebound > Long > Scoring Attempt > At Basket > Miss 2 Pts,29,-,37
,,9:42,Shot > Jayla Hemingway > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,9:43,Misc Stat > Offensive Rebound > Jayla Hemingway,,,
UWV,3,9:35,12 Esmery Martinez > Cut > Basket > Make 2 Pts,29,-,39
,,9:35,Shot > Esmery Martinez > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:35,Misc Stat > Assist > Kari Niblack,,,
BYU,3,9:14,12 Lauren Gustin > Post-Up > Flash Middle > Post Pin > No Dribble Move > To Basket > Miss 2 Pts,29,-,39
,,9:14,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,3,9:11,12 Lauren Gustin > Offensive Rebound > Long > Run Offense,29,-,39
,,9:11,Misc Stat > Offensive Rebound > Lauren Gustin,,,
BYU,3,9:10,13 Paisley Johnson > Spot-Up > No Dribble Jumper > Open > Short to < 17' > Miss 2 Pts,29,-,39
,,9:10,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,9:07,Misc Stat > Defensive Rebound > Kirsten Deans,,,
UWV,3,8:47,12 Esmery Martinez > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts,29,-,39
,,8:47,Shot > Esmery Martinez > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:44,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,8:32,13 Paisley Johnson > ISO > Left > Drives Left > Defense Commits > Turnover,29,-,39
,,8:32,Turnover > Any Type > Paisley Johnson,,,
,,8:32,Misc Stat > Steal > Esmery Martinez,,,
UWV,3,8:28,12 Esmery Martinez > Transition > Ballhandler > Turnover,29,-,39
,,8:28,Misc Stat > Steal > Maria Albiero,,,
,,8:28,Turnover > Any Type > Esmery Martinez,,,
BYU,3,8:18,2 Shaylee Gonzales > Transition > Right Wing > Dribble Jumper > Long/3pt > Make 3 Pts,32,-,39
,,8:18,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,8:18,Misc Stat > Assist > Maria Albiero,,,
UWV,3,7:57,3 Kirsten Deans > P&R Ball Handler > Right P&R > Side > Defense Commits > Turnover,32,-,39
,,7:57,Turnover > Any Type > Kirsten Deans,,,
,,7:57,Misc Stat > Steal > Paisley Johnson,,,
BYU,3,7:44,2 Shaylee Gonzales > P&R Ball Handler > Left P&R > Baseline > Go Away from Pick > Defense Commits,32,-,39
,,,Ball Delivered,,,
,,,10 Tegan Graham > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,,,
,,7:44,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BYU,3,7:39,2 Shaylee Gonzales > Offensive Rebound > Long > Scoring Attempt > Long/3pt > Make 3 Pts,35,-,39
,,7:39,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,7:41,Misc Stat > Offensive Rebound > Shaylee Gonzales,,,
UWV,3,7:12,0 Jayla Hemingway > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,35,-,39
,,,Ball Delivered,,,
,,,3 Kirsten Deans > Spot-Up > Drives Left > Turnover,,,
,,7:12,Turnover > Any Type > Kirsten Deans,,,
BYU,3,7:04,13 Paisley Johnson > Spot-Up > Drives Right > To Basket > Make 2 Pts Foul > 0 Pts,37,-,39
,,7:04,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,7:12,Player Movement > Sub In > Home Player > Blessing Ejiofor,,,
,,7:12,Player Movement > Sub Out > Home Player > Kari Niblack,,,
,,7:04,Personal Foul > Defensive - Any > Blessing Ejiofor,,,
BYU,3,7:04,13 Paisley Johnson > Non Possession > Free Throw,37,-,39
,,7:04,Shot > Paisley Johnson > Free Throw > Missed,,,
,,7:03,Misc Stat > Defensive Rebound > Blessing Ejiofor,,,
UWV,3,6:49,3 Kirsten Deans > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,37,-,39
,,,Ball Delivered,,,
,,,12 Esmery Martinez > Spot-Up > Drives Left > To Basket > Miss 2 Pts,,,
,,6:49,Shot > Esmery Martinez > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:46,Misc Stat > Defensive Rebound > Tegan Graham,,,
BYU,3,6:29,13 Paisley Johnson > Cut > Screen > Miss 2 Pts,37,-,39
,,6:29,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BYU,3,6:28,12 Lauren Gustin > Offensive Rebound > Short > Run Offense,37,-,39
,,6:28,Misc Stat > Offensive Rebound > Lauren Gustin,,,
,,6:27,Personal Foul > Defensive - Any > Kirsten Deans,,,
,,6:27,Player Movement > Sub In > Home Player > Ariana Gray,,,
,,6:27,Player Movement > Sub Out > Home Player > Esmery Martinez,,,
BYU,3,6:24,13 Paisley Johnson > Cut > Screen > Make 2 Pts,39,-,39
,,6:24,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,6:24,Misc Stat > Assist > Shaylee Gonzales,,,
UWV,3,5:59,30 Madisen Smith > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,39,-,39
,,5:59,Shot > Madisen Smith > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:57,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,5:49,2 Shaylee Gonzales > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,39,-,39
,,5:49,Shot > Shaylee Gonzales > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,5:46,Misc Stat > Defensive Rebound > Blessing Ejiofor,,,
UWV,3,5:20,3 Kirsten Deans > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > To Basket > Make 2 Pts,39,-,41
,,5:20,Shot > Kirsten Deans > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,3,5:08,5 Maria Albiero > Spot-Up > Drives Right > Turnover,39,-,41
,,5:08,Turnover > Any Type > Maria Albiero,,,
UWV,3,4:50,3 Kirsten Deans > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Foul,39,-,42
,,4:50,Player Movement > Sub Out > Away Player > Maria Albiero,,,
,,4:50,Player Movement > Sub In > Away Player > Nani Falatea,,,
,,4:50,Player Movement > Sub Out > Home Player > Jayla Hemingway,,,
,,4:50,Personal Foul > Defensive - Any > Paisley Johnson,,,
,,4:50,Player Movement > Sub In > Home Player > Savannah Samuel,,,
UWV,3,4:50,3 Kirsten Deans > Non Possession > Free Throw,39,-,42
,,4:50,Shot > Kirsten Deans > Free Throw > Made,,,
UWV,3,4:50,3 Kirsten Deans > Non Possession > Free Throw,39,-,42
,,4:50,Shot > Kirsten Deans > Free Throw > Missed,,,
,,4:48,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,4:32,5 Maria Albiero > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits,39,-,42
,,,Ball Delivered,,,
,,,10 Tegan Graham > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,,,
,,4:32,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,4:29,Misc Stat > Defensive Rebound > Savannah Samuel,,,
UWV,3,4:27,3 Kirsten Deans > Transition > Left Wing > Turnover,39,-,42
,,4:27,Player Movement > Sub Out > Away Player > Nani Falatea,,,
,,4:27,Player Movement > Sub In > Away Player > Maria Albiero,,,
,,4:27,Personal Foul > Offensive Foul - Player Control > Kirsten Deans,,,
,,4:27,Player Movement > Sub In > Home Player > Kari Niblack,,,
,,4:27,Turnover > Any Type > Kirsten Deans,,,
,,4:27,Player Movement > Sub Out > Home Player > Blessing Ejiofor,,,
BYU,3,4:10,13 Paisley Johnson > Spot-Up > Drives Right > To Basket > Miss 2 Pts,39,-,42
,,4:10,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:10,Misc Stat > Block > Kari Niblack,,,
BYU,3,4:04,2 Shaylee Gonzales > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,41,-,42
,,4:04,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,4:05,Misc Stat > Offensive Rebound > Shaylee Gonzales,,,
UWV,3,3:35,21 Ariana Gray > Post-Up > Flash Middle > Right Shoulder > Dribble Move > Turnover,41,-,42
,,3:35,Misc Stat > Steal > Paisley Johnson,,,
,,3:35,Turnover > Any Type > Ariana Gray,,,
BYU,3,3:18,5 Maria Albiero > No Play Type > Turnover,41,-,42
,,3:18,Misc Stat > Steal > Kari Niblack,,,
,,3:18,Turnover > Any Type > Maria Albiero,,,
UWV,3,3:10,3 Kirsten Deans > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,41,-,42
,,3:10,Shot > Kirsten Deans > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,3:10,Personal Foul > Defensive - Any > Ariana Gray,,,
,,3:10,Misc Stat > Team Defensive Rebound > Away,,,
BYU,3,2:53,12 Lauren Gustin > Post-Up > Left Block > Left Shoulder > Dribble Move > To Up and Under > Miss 2 Pts,41,-,42
,,2:53,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,2:53,Misc Stat > Block > Kari Niblack,,,
BYU,3,2:50,13 Paisley Johnson > Cut > Screen > Make 2 Pts,43,-,42
,,2:50,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
UWV,3,2:28,12 Esmery Martinez > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits > Turnover,43,-,42
,,2:28,Player Movement > Sub In > Home Player > Esmery Martinez,,,
,,2:28,Turnover > Any Type > Esmery Martinez,,,
,,2:28,Player Movement > Sub Out > Home Player > Ariana Gray,,,
BYU,3,2:14,2 Shaylee Gonzales > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Turnover,43,-,42
,,2:14,Misc Stat > Steal > Esmery Martinez,,,
,,2:14,Turnover > Any Type > Shaylee Gonzales,,,
UWV,3,1:59,3 Kirsten Deans > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,43,-,42
,,,Ball Delivered,,,
,,,14 Kari Niblack > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts,,,
,,1:59,Shot > Kari Niblack > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:56,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,3,1:46,12 Lauren Gustin > Cut > Flash > Make 2 Pts,45,-,42
,,1:46,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:46,Misc Stat > Assist > Maria Albiero,,,
UWV,3,1:15,3 Kirsten Deans > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits,45,-,44
,,,Ball Delivered,,,
,,,14 Kari Niblack > P&R Roll Man > Pick and Pops > Drives Right > To Basket > Make 2 Pts,,,
,,1:15,Shot > Kari Niblack > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,3,0:58,12 Lauren Gustin > Post-Up > Flash Middle > Post Pin > Turnover,45,-,44
,,0:58,Turnover > Any Type > Lauren Gustin,,,
,,0:58,Player Movement > Sub In > Home Player > Blessing Ejiofor,,,
,,0:58,Personal Foul > Offensive Foul - Player Control > Lauren Gustin,,,
,,0:58,Player Movement > Sub Out > Away Player > Lauren Gustin,,,
,,0:58,Player Movement > Sub Out > Home Player > Kari Niblack,,,
,,0:58,Player Movement > Sub In > Away Player > Sara Hamson,,,
UWV,3,0:39,24 Savannah Samuel > Spot-Up > Drives Right > To Basket > Miss 2 Pts,45,-,44
,,0:39,Shot > Savannah Samuel > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:39,Misc Stat > Block > Sara Hamson,,,
UWV,3,0:34,21 Ariana Gray > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts,45,-,44
,,0:34,Shot > Ariana Gray > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:34,Misc Stat > Block > Sara Hamson,,,
,,0:34,Misc Stat > Offensive Rebound > Ariana Gray,,,
UWV,3,0:25,21 Ariana Gray > Offensive Rebound > Short > Turnover,45,-,44
,,0:25,Misc Stat > Offensive Rebound > Ariana Gray,,,
,,0:08,Turnover > Any Type > Ariana Gray,,,
BYU,3,0:08,3 Nani Falatea > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,45,-,44
,,0:08,Shot > Nani Falatea > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:08,Misc Stat > Defensive Rebound > Kirsten Deans,,,
UWV,3,0:08,30 Madisen Smith > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,45,-,44
,,0:08,Shot > Madisen Smith > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:08,Misc Stat > Team Defensive Rebound > Away,,,
Play By Play (4th),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BYU - UWV,,
BYU,4,10:00,13 Paisley Johnson > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover,45,-,44
,,10:00,Player Movement > Sub In > Home Player > Esmery Martinez,,,
,,10:00,Player Movement > Sub Out > Away Player > Shaylee Gonzales,,,
,,10:00,Player Movement > Sub Out > Home Player > Ariana Gray,,,
,,10:00,Player Movement > Sub Out > Home Player > Savannah Samuel,,,
,,10:00,Player Movement > Sub In > Home Player > Jayla Hemingway,,,
,,10:00,Player Movement > Sub In > Away Player > Paisley Johnson,,,
,,9:37,Turnover > Any Type > Paisley Johnson,,,
UWV,4,9:18,30 Madisen Smith > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,45,-,44
,,9:18,Shot > Madisen Smith > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,9:18,Misc Stat > Block > Sara Hamson,,,
UWV,4,9:14,30 Madisen Smith > Offensive Rebound > Short > Run Offense,45,-,44
,,9:14,Misc Stat > Offensive Rebound > Madisen Smith,,,
UWV,4,9:10,0 Jayla Hemingway > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,45,-,44
,,,Ball Delivered,,,
,,,3 Kirsten Deans > Spot-Up > Drives Right > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,,,
,,9:10,Shot > Kirsten Deans > Any Type > 2 Point Attempt > Miss 2 Pts,,,
UWV,4,9:08,12 Esmery Martinez > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,45,-,46
,,9:08,Shot > Esmery Martinez > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:08,Misc Stat > Offensive Rebound > Esmery Martinez,,,
BYU,4,8:59,10 Tegan Graham > Non Possession > Non Shooting Foul,45,-,46
,,8:59,Personal Foul > Defensive - Any > Kirsten Deans,,,
,,8:59,Player Movement > Sub Out > Away Player > Maria Albiero,,,
,,8:59,Player Movement > Sub In > Away Player > Shaylee Gonzales,,,
UWV,4,8:20,0 Jayla Hemingway > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,45,-,49
,,,Ball Delivered,,,
,,,3 Kirsten Deans > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,,,
,,8:20,Shot > Kirsten Deans > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,8:20,Misc Stat > Assist > Jayla Hemingway,,,
BYU,4,8:03,10 Tegan Graham > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,45,-,49
,,8:03,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,8:01,Misc Stat > Defensive Rebound > Kirsten Deans,,,
UWV,4,7:44,0 Jayla Hemingway > No Play Type > Turnover,45,-,49
,,7:44,Player Movement > Sub Out > Away Player > Sara Hamson,,,
,,7:44,Turnover > Any Type > Jayla Hemingway,,,
,,7:44,Player Movement > Sub In > Away Player > Lauren Gustin,,,
BYU,4,7:35,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Foul,46,-,49
,,7:35,Player Movement > Sub Out > Home Player > Blessing Ejiofor,,,
,,7:35,Personal Foul > Defensive - Any > Blessing Ejiofor,,,
,,7:35,Player Movement > Sub In > Home Player > Kari Niblack,,,
,,7:35,Player Movement > Sub Out > Home Player > Jayla Hemingway,,,
,,7:35,Player Movement > Sub In > Home Player > Savannah Samuel,,,
BYU,4,7:35,2 Shaylee Gonzales > Non Possession > Free Throw,46,-,49
,,7:35,Shot > Shaylee Gonzales > Free Throw > Made,,,
BYU,4,7:35,2 Shaylee Gonzales > Non Possession > Free Throw,47,-,49
,,7:35,Shot > Shaylee Gonzales > Free Throw > Made,,,
UWV,4,7:15,3 Kirsten Deans > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Turnover,47,-,49
,,7:15,Turnover > Any Type > Kirsten Deans,,,
BYU,4,6:53,13 Paisley Johnson > ISO > Right > Drives Left > To Basket > Miss 2 Pts,47,-,49
,,6:53,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:52,Player Movement > Sub In > Away Player > Maria Albiero,,,
,,6:52,Player Movement > Sub Out > Away Player > Paisley Johnson,,,
,,6:52,Misc Stat > Team Defensive Rebound > Home,,,
UWV,4,6:38,14 Kari Niblack > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits > Turnover,47,-,49
,,6:38,Misc Stat > Steal > Nani Falatea,,,
,,6:38,Turnover > Any Type > Kari Niblack,,,
BYU,4,6:15,10 Tegan Graham > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Turnover,47,-,49
,,6:15,Turnover > Any Type > Tegan Graham,,,
,,6:15,Misc Stat > Steal > Savannah Samuel,,,
UWV,4,5:58,3 Kirsten Deans > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,47,-,52
,,5:58,Shot > Kirsten Deans > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,5:58,Misc Stat > Assist > Savannah Samuel,,,
BYU,4,5:23,2 Shaylee Gonzales > Cut > Basket > Make 2 Pts,49,-,52
,,5:23,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,5:23,Misc Stat > Assist > Lauren Gustin,,,
UWV,4,4:50,3 Kirsten Deans > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts,49,-,52
,,4:50,Shot > Kirsten Deans > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,4:47,Misc Stat > Defensive Rebound > Paisley Johnson,,,
BYU,4,4:32,12 Lauren Gustin > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Basket > Make 2 Pts,51,-,52
,,4:32,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
UWV,4,4:04,14 Kari Niblack > Cut > Flash > Miss 2 Pts,51,-,52
,,4:04,Shot > Kari Niblack > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:02,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,3:55,2 Shaylee Gonzales > Transition > Ballhandler > Turnover,51,-,52
,,3:55,Misc Stat > Steal > Kari Niblack,,,
,,3:55,Turnover > Any Type > Shaylee Gonzales,,,
,,3:35,Player Movement > Sub In > Home Player > Jayla Hemingway,,,
,,3:35,Player Movement > Sub Out > Home Player > Savannah Samuel,,,
,,3:35,Player Movement > Sub In > Home Player > Blessing Ejiofor,,,
,,3:35,Player Movement > Sub Out > Home Player > Kari Niblack,,,
UWV,4,3:35,12 Esmery Martinez > Post-Up > Right Block > Defense Commits,51,-,52
,,,Ball Delivered,,,
,,,3 Kirsten Deans > Spot-Up > Drives Right > Turnover,,,
,,3:35,Turnover > Any Type > Kirsten Deans,,,
BYU,4,3:23,10 Tegan Graham > No Play Type > Turnover,51,-,52
,,3:23,Turnover > Any Type > Tegan Graham,,,
UWV,4,3:04,3 Kirsten Deans > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover,51,-,52
,,3:04,Misc Stat > Steal > Lauren Gustin,,,
,,3:04,Turnover > Any Type > Kirsten Deans,,,
BYU,4,2:43,12 Lauren Gustin > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits,54,-,52
,,,Ball Delivered,,,
,,,13 Paisley Johnson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,,,
,,2:43,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,2:43,Misc Stat > Assist > Lauren Gustin,,,
UWV,4,2:09,30 Madisen Smith > Spot-Up > Drives Right > To Basket > Miss 2 Pts,54,-,52
,,2:09,Shot > Madisen Smith > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,2:07,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,4,1:48,12 Lauren Gustin > Cut > Flash > Miss 2 Pts,54,-,52
,,1:48,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,1:46,Misc Stat > Defensive Rebound > Esmery Martinez,,,
UWV,4,1:36,12 Esmery Martinez > Transition > First Middle > No Dribble Jumper > Guarded > Medium/17' to <3p > Make 2 Pts,54,-,54
,,1:36,Shot > Esmery Martinez > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,1:36,Misc Stat > Assist > Madisen Smith,,,
BYU,4,1:21,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts,56,-,54
,,1:21,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
UWV,4,0:57,0 Jayla Hemingway > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits,56,-,56
,,,Ball Delivered,,,
,,,12 Esmery Martinez > Cut > Basket > Make 2 Pts,,,
,,0:57,Shot > Esmery Martinez > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:57,Misc Stat > Assist > Jayla Hemingway,,,
BYU,4,0:35,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover,56,-,56
,,0:35,Turnover > Any Type > Shaylee Gonzales,,,
,,0:35,Misc Stat > Steal > Madisen Smith,,,
UWV,4,0:12,3 Kirsten Deans > Hand Off > From Stationary > Top > To Basket > Miss 2 Pts,56,-,56
,,0:12,Shot > Kirsten Deans > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:12,Player Movement > Sub In > Home Player > Savannah Samuel,,,
,,0:10,Misc Stat > Defensive Rebound > Shaylee Gonzales,,,
BYU,4,0:03,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Foul,58,-,56
,,0:03,Personal Foul > Defensive - Any > Esmery Martinez,,,
BYU,4,0:03,2 Shaylee Gonzales > Non Possession > Free Throw,57,-,56
,,0:03,Shot > Shaylee Gonzales > Free Throw > Made,,,
BYU,4,0:03,2 Shaylee Gonzales > Non Possession > Free Throw,58,-,56
,,0:03,Shot > Shaylee Gonzales > Free Throw > Made,,,
UWV,4,0:00,14 Kari Niblack > No Play Type > No Dribble Jumper > Guarded > Short to < 17' > Foul,58,-,56
,,0:00,Player Movement > Sub In > Home Player > Kari Niblack,,,
,,0:00,Player Movement > Sub Out > Home Player > Savannah Samuel,,,
,,0:00,Personal Foul > Defensive - Any > Tegan Graham,,,
UWV,4,0:00,14 Kari Niblack > Non Possession > Free Throw,58,-,57
,,0:00,Shot > Kari Niblack > Free Throw > Made,,,
UWV,4,0:00,14 Kari Niblack > Non Possession > Free Throw,58,-,56
,,0:00,Shot > Kari Niblack > Free Throw > Missed,,,
UWV,4,0:00,12 Esmery Martinez > Offensive Rebound > Short > Run Offense,58,-,56
,,0:00,Misc Stat > Offensive Rebound > Esmery Martinez,,,
