Play By Play (1st),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BSU - BYU,,
,,,25 Rachel Bowers > Cut > Basket > Turnover,,,
,,0:34,Turnover > Any Type > Rachel Bowers,,,
BYU,2,0:09,2 Shaylee Gonzales > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits,23,-,31
,,,Ball Delivered,,,
,,,10 Tegan Graham > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,0:09,Shot > Tegan Graham > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:34,Player Movement > Sub In > Away Player > Jayda Clark,,,
,,0:34,Player Movement > Sub In > Away Player > Anna Ostlie,,,
,,0:34,Player Movement > Sub Out > Away Player > Dominique Leonidas,,,
,,0:34,Player Movement > Sub Out > Away Player > Mary-Kay Naro,,,
BYU,2,0:04,13 Paisley Johnson > Offensive Rebound > Long > Scoring Attempt > Short to < 17' > Foul,23,-,31
,,0:04,Misc Stat > Offensive Rebound > Paisley Johnson,,,
,,0:01,Personal Foul > Defensive - Any > Elodie Lalotte,,,
BYU,2,0:01,13 Paisley Johnson > Non Possession > Free Throw,23,-,32
,,0:01,Shot > Paisley Johnson > Free Throw > Made,,,
BYU,2,0:01,13 Paisley Johnson > Non Possession > Free Throw,23,-,33
,,0:01,Shot > Paisley Johnson > Free Throw > Made,,,
,,0:01,Player Movement > Sub In > Home Player > Arielle Mackeywilliams,,,
,,0:01,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
Play By Play (3rd),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BSU - BYU,,
BSU,3,9:47,33 Abby Muse > Cut > Screen > Miss 2 Pts,23,-,33
,,9:47,Shot > Abby Muse > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,10:00,Player Movement > Sub Out > Home Player > Nani Falatea,,,
,,10:00,Player Movement > Sub In > Away Player > Mary-Kay Naro,,,
,,10:00,Player Movement > Sub In > Home Player > Paisley Johnson,,,
,,10:00,Player Movement > Sub In > Away Player > Dominique Leonidas,,,
,,10:00,Player Movement > Sub Out > Away Player > Kaitlin Burgess,,,
,,10:00,Player Movement > Sub In > Away Player > Abby Muse,,,
,,10:00,Player Movement > Sub Out > Away Player > Jayda Clark,,,
,,10:00,Player Movement > Sub Out > Home Player > Arielle Mackeywilliams,,,
,,10:00,Player Movement > Sub Out > Away Player > Rachel Bowers,,,
,,10:00,Player Movement > Sub In > Home Player > Maria Albiero,,,
,,9:47,Misc Stat > Block > Tegan Graham,,,
,,9:42,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,9:33,5 Maria Albiero > No Play Type > Turnover,23,-,33
,,9:33,Turnover > Any Type > Maria Albiero,,,
,,9:33,Misc Stat > Steal > Mary-Kay Naro,,,
BSU,3,9:28,12 Mary-Kay Naro > Transition > Ballhandler > Turnover,23,-,33
,,9:28,Misc Stat > Steal > Maria Albiero,,,
BYU,3,9:24,2 Shaylee Gonzales > Transition > Left Wing > To Basket > Make 2 Pts,23,-,35
,,9:24,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:24,Misc Stat > Assist > Maria Albiero,,,
BSU,3,8:57,14 Anna Ostlie > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,25,-,35
,,,Ball Delivered,,,
,,,23 Elodie Lalotte > Cut > Basket > Make 2 Pts,,,
,,8:57,Shot > Elodie Lalotte > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,8:57,Misc Stat > Assist > Anna Ostlie,,,
BYU,3,8:44,10 Tegan Graham > No Play Type > Turnover,25,-,35
,,8:44,Misc Stat > Steal > Anna Ostlie,,,
,,8:44,Turnover > Any Type > Tegan Graham,,,
BSU,3,8:23,12 Mary-Kay Naro > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Defense Commits,25,-,35
,,,Ball Delivered,,,
,,,23 Elodie Lalotte > P&R Roll Man > Rolls to Basket > Turnover,,,
,,8:23,Turnover > Any Type > Elodie Lalotte,,,
,,8:23,Personal Foul > Offensive Foul - Player Control > Elodie Lalotte,,,
BYU,3,8:04,5 Maria Albiero > Non Possession > Free Throw,25,-,35
,,8:04,Shot > Maria Albiero > Free Throw > Missed,,,
,,8:04,Misc Stat > Team Offensive Rebound > Home,,,
BYU,3,8:04,5 Maria Albiero > Non Possession > Free Throw,25,-,36
,,8:04,Shot > Maria Albiero > Free Throw > Made,,,
BSU,3,7:47,14 Anna Ostlie > No Play Type > Turnover,25,-,36
,,7:47,Misc Stat > Steal > Shaylee Gonzales,,,
,,7:47,Turnover > Any Type > Anna Ostlie,,,
BYU,3,7:43,2 Shaylee Gonzales > Transition > Ballhandler > To Basket > Make 2 Pts,25,-,38
,,7:43,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
BSU,3,7:32,23 Elodie Lalotte > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts,27,-,38
,,7:32,Shot > Elodie Lalotte > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,7:32,Misc Stat > Assist > Mary-Kay Naro,,,
BYU,3,7:13,5 Maria Albiero > No Play Type > Turnover,27,-,38
,,7:13,Misc Stat > Steal > Dominique Leonidas,,,
,,7:13,Turnover > Any Type > Maria Albiero,,,
BSU,3,7:02,33 Abby Muse > Non Possession > Non Shooting Foul,27,-,38
,,7:02,Personal Foul > Defensive - Any > Maria Albiero,,,
BSU,3,6:48,33 Abby Muse > Post-Up > Left Block > Right Shoulder > No Dribble Move > To Basket > Foul,28,-,38
,,6:48,Player Movement > Sub Out > Home Player > Maria Albiero,,,
,,6:48,Personal Foul > Defensive - Any > Lauren Gustin,,,
,,6:48,Player Movement > Sub In > Home Player > Sara Hamson,,,
BSU,3,6:48,33 Abby Muse > Non Possession > Free Throw,28,-,38
,,6:48,Shot > Abby Muse > Free Throw > Made,,,
BSU,3,6:48,33 Abby Muse > Non Possession > Free Throw,28,-,38
,,6:48,Shot > Abby Muse > Free Throw > Missed,,,
,,6:47,Misc Stat > Defensive Rebound > Paisley Johnson,,,
BYU,3,6:29,13 Paisley Johnson > Off Screen > To Shooter's Right > Fade > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,28,-,38
,,6:29,Shot > Paisley Johnson > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,6:26,Misc Stat > Defensive Rebound > Dominique Leonidas,,,
BSU,3,6:22,15 Dominique Leonidas > Transition > Ballhandler > Turnover,28,-,38
,,6:22,Personal Foul > Defensive - Any > Dominique Leonidas,,,
BYU,3,6:03,10 Tegan Graham > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,28,-,40
,,,Ball Delivered,,,
,,,12 Lauren Gustin > P&R Roll Man > Rolls to Basket > Make 2 Pts,,,
,,6:03,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,6:03,Misc Stat > Assist > Tegan Graham,,,
BSU,3,5:41,14 Anna Ostlie > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Turnover,28,-,40
,,5:41,Misc Stat > Steal > Tegan Graham,,,
,,5:41,Turnover > Any Type > Anna Ostlie,,,
BYU,3,5:30,12 Lauren Gustin > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts,28,-,40
,,5:30,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:31,Misc Stat > Offensive Rebound > Lauren Gustin,,,
,,5:27,Misc Stat > Defensive Rebound > Abby Muse,,,
,,5:26,Personal Foul > Defensive - Any > Sara Hamson,,,
BSU,3,5:15,14 Anna Ostlie > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits,28,-,40
,,,Ball Delivered,,,
,,,23 Elodie Lalotte > P&R Roll Man > Rolls to Basket > Miss 2 Pts,,,
,,5:15,Shot > Elodie Lalotte > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:12,Misc Stat > Defensive Rebound > Paisley Johnson,,,
BYU,3,5:02,13 Paisley Johnson > Cut > Basket > Make 2 Pts Foul > 1 Pts,28,-,42
,,5:02,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,5:02,Misc Stat > Assist > Tegan Graham,,,
,,5:02,Personal Foul > Defensive - Any > Dominique Leonidas,,,
BYU,3,5:02,13 Paisley Johnson > Non Possession > Free Throw,28,-,43
,,5:02,Shot > Paisley Johnson > Free Throw > Made,,,
,,5:02,Player Movement > Sub In > Away Player > Kaitlin Burgess,,,
,,5:02,Player Movement > Sub In > Away Player > Rachel Bowers,,,
,,5:02,Player Movement > Sub Out > Away Player > Dominique Leonidas,,,
,,5:02,Player Movement > Sub Out > Away Player > Elodie Lalotte,,,
BSU,3,4:52,25 Rachel Bowers > Post-Up > Left Block > Defense Commits,28,-,43
,,,Ball Delivered,,,
,,,33 Abby Muse > Cut > Basket > Foul,,,
,,4:52,Personal Foul > Defensive - Any > Paisley Johnson,,,
BSU,3,4:52,33 Abby Muse > Non Possession > Free Throw,29,-,43
,,4:52,Shot > Abby Muse > Free Throw > Missed,,,
,,4:52,Misc Stat > Team Offensive Rebound > Away,,,
BSU,3,4:52,33 Abby Muse > Non Possession > Free Throw,29,-,43
,,4:52,Shot > Abby Muse > Free Throw > Made,,,
,,4:52,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,4:52,Player Movement > Sub Out > Away Player > Elodie Lalotte,,,
,,4:52,Player Movement > Sub In > Away Player > Elodie Lalotte,,,
,,4:52,Player Movement > Sub In > Away Player > Abby Muse,,,
,,4:52,Player Movement > Sub Out > Away Player > Abby Muse,,,
,,4:52,Player Movement > Sub In > Home Player > Maria Albiero,,,
BYU,3,4:39,2 Shaylee Gonzales > P&R Ball Handler > Left P&R > Baseline > Go Away from Pick > Defense Commits,29,-,46
,,,Ball Delivered,,,
,,,22 Sara Hamson > P&R Roll Man > Rolls to Basket > Make 2 Pts Foul > 1 Pts,,,
,,4:39,Shot > Sara Hamson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,4:39,Personal Foul > Defensive - Any > Abby Muse,,,
,,4:39,Misc Stat > Assist > Shaylee Gonzales,,,
BYU,3,4:39,22 Sara Hamson > Non Possession > Free Throw,29,-,44
,,4:39,Shot > Sara Hamson > Free Throw > Made,,,
BSU,3,4:31,12 Mary-Kay Naro > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,29,-,48
,,,Ball Delivered,,,
,,,11 Kaitlin Burgess > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,,,
,,4:31,Shot > Kaitlin Burgess > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,4:27,Misc Stat > Defensive Rebound > Maria Albiero,,,
BYU,3,4:27,5 Maria Albiero > No Play Type > Foul,29,-,48
,,4:27,Personal Foul > Defensive - Any > Kaitlin Burgess,,,
,,4:27,Player Movement > Sub In > Away Player > Trista Hull,,,
,,4:27,Player Movement > Sub Out > Away Player > Abby Muse,,,
BYU,3,4:27,5 Maria Albiero > Non Possession > Free Throw,29,-,47
,,4:27,Shot > Maria Albiero > Free Throw > Made,,,
BYU,3,4:27,5 Maria Albiero > Non Possession > Free Throw,29,-,48
,,4:27,Shot > Maria Albiero > Free Throw > Made,,,
BSU,3,4:10,22 Trista Hull > Post-Up > Left Block > Foul,29,-,48
,,4:10,Personal Foul > Defensive - Any > Lauren Gustin,,,
BSU,3,4:10,22 Trista Hull > Non Possession > Free Throw,29,-,48
,,4:10,Shot > Trista Hull > Free Throw > Missed,,,
,,4:10,Misc Stat > Team Offensive Rebound > Away,,,
BSU,3,4:10,22 Trista Hull > Non Possession > Free Throw,29,-,48
,,4:10,Shot > Trista Hull > Free Throw > Missed,,,
,,4:09,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,3,3:54,2 Shaylee Gonzales > Off Screen > To Shooter's Right > Straight > Dribble Jumper > Short to < 17' > Miss 2 Pts,29,-,48
,,3:54,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:50,Misc Stat > Team Offensive Rebound > Home,,,
BYU,3,3:37,3 Nani Falatea > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,29,-,51
,,3:37,Shot > Nani Falatea > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,3:50,Player Movement > Sub In > Home Player > Nani Falatea,,,
,,3:50,Player Movement > Sub Out > Home Player > Lauren Gustin,,,
,,3:37,Misc Stat > Assist > Tegan Graham,,,
BSU,3,3:19,12 Mary-Kay Naro > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,29,-,51
,,,Ball Delivered,,,
,,,22 Trista Hull > Cut > Basket > Miss 2 Pts,,,
,,3:19,Shot > Trista Hull > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,3:19,Misc Stat > Block > Sara Hamson,,,
,,3:13,Misc Stat > Defensive Rebound > Maria Albiero,,,
BYU,3,3:06,22 Sara Hamson > No Play Type > Foul,29,-,53
,,3:06,Personal Foul > Defensive - Any > Trista Hull,,,
BYU,3,3:06,22 Sara Hamson > Non Possession > Free Throw,29,-,52
,,3:06,Shot > Sara Hamson > Free Throw > Made,,,
,,3:06,Player Movement > Sub Out > Away Player > Rachel Bowers,,,
,,3:06,Player Movement > Sub In > Away Player > Elodie Lalotte,,,
BYU,3,3:06,22 Sara Hamson > Non Possession > Free Throw,29,-,53
,,3:06,Shot > Sara Hamson > Free Throw > Made,,,
BSU,3,2:55,22 Trista Hull > No Play Type > Foul,29,-,53
,,2:55,Personal Foul > Defensive - Any > Tegan Graham,,,
BSU,3,2:55,22 Trista Hull > Non Possession > Free Throw,30,-,53
,,2:55,Shot > Trista Hull > Free Throw > Missed,,,
,,2:55,Misc Stat > Team Offensive Rebound > Away,,,
BSU,3,2:55,22 Trista Hull > Non Possession > Free Throw,30,-,53
,,2:55,Shot > Trista Hull > Free Throw > Made,,,
BYU,3,2:29,10 Tegan Graham > ISO > Left > Early Jumper > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,30,-,56
,,2:29,Shot > Tegan Graham > Any Type > 3 Point Attempt > Make 3 Pts,,,
BSU,3,2:01,23 Elodie Lalotte > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Foul,30,-,56
,,2:01,Personal Foul > Defensive - Any > Sara Hamson,,,
BSU,3,2:01,23 Elodie Lalotte > Non Possession > Free Throw,31,-,56
,,2:01,Shot > Elodie Lalotte > Free Throw > Made,,,
BSU,3,2:01,23 Elodie Lalotte > Non Possession > Free Throw,31,-,56
,,2:01,Shot > Elodie Lalotte > Free Throw > Missed,,,
,,2:00,Misc Stat > Defensive Rebound > Nani Falatea,,,
BYU,3,1:44,2 Shaylee Gonzales > P&R Ball Handler > Left P&R > Baseline > Go Away from Pick > To Basket > Foul,31,-,56
,,1:44,Personal Foul > Defensive - Any > Elodie Lalotte,,,
BYU,3,1:44,2 Shaylee Gonzales > Non Possession > Free Throw,31,-,57
,,1:44,Shot > Shaylee Gonzales > Free Throw > Missed,,,
,,1:44,Misc Stat > Team Offensive Rebound > Home,,,
BYU,3,1:44,2 Shaylee Gonzales > Non Possession > Free Throw,31,-,57
,,1:44,Shot > Shaylee Gonzales > Free Throw > Made,,,
,,1:44,Player Movement > Sub In > Away Player > Jayda Clark,,,
,,1:44,Player Movement > Sub Out > Away Player > Mary-Kay Naro,,,
BSU,3,1:28,24 Jayda Clark > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,31,-,57
,,1:28,Shot > Jayda Clark > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BSU,3,1:25,14 Anna Ostlie > Offensive Rebound > Short > Run Offense,31,-,57
,,1:25,Misc Stat > Offensive Rebound > Anna Ostlie,,,
BSU,3,1:07,24 Jayda Clark > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,31,-,57
,,1:07,Misc Stat > Team Defensive Rebound > Home,,,
BYU,3,0:50,3 Nani Falatea > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > To Basket > Make 2 Pts,31,-,59
,,0:50,Shot > Nani Falatea > Any Type > 2 Point Attempt > Make 2 Pts,,,
BSU,3,0:27,23 Elodie Lalotte > Cut > Flash > Miss 2 Pts,31,-,59
,,0:27,Shot > Elodie Lalotte > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,0:23,Misc Stat > Defensive Rebound > Sara Hamson,,,
BYU,3,0:19,2 Shaylee Gonzales > Transition > First Middle > To Basket > Make 2 Pts,31,-,61
,,0:19,Shot > Shaylee Gonzales > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,0:19,Misc Stat > Assist > Maria Albiero,,,
BSU,3,0:03,24 Jayda Clark > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover,31,-,61
,,0:03,Misc Stat > Steal > Tegan Graham,,,
,,0:03,Turnover > Any Type > Jayda Clark,,,
Play By Play (4th),,,Period: 1 | 2 | 3 | 4,,,
Team,PER,Time,Data,BSU - BYU,,
BYU,4,10:00,12 Lauren Gustin > Non Possession > Non Shooting Foul,31,-,61
,,10:00,Player Movement > Sub Out > Home Player > Shaylee Gonzales,,,
,,10:00,Player Movement > Sub In > Away Player > Dominique Leonidas,,,
,,10:00,Player Movement > Sub Out > Away Player > Trista Hull,,,
,,10:00,Player Movement > Sub In > Home Player > Lauren Gustin,,,
,,10:00,Player Movement > Sub In > Away Player > Rachel Bowers,,,
,,10:00,Player Movement > Sub Out > Away Player > Elodie Lalotte,,,
,,10:00,Player Movement > Sub In > Home Player > Arielle Mackeywilliams,,,
,,10:00,Player Movement > Sub Out > Away Player > Anna Ostlie,,,
,,10:00,Player Movement > Sub In > Away Player > Abby Muse,,,
,,10:00,Player Movement > Sub Out > Away Player > Jayda Clark,,,
,,10:00,Player Movement > Sub Out > Home Player > Sara Hamson,,,
,,10:00,Player Movement > Sub In > Home Player > Emma Calvert,,,
,,10:00,Player Movement > Sub Out > Home Player > Maria Albiero,,,
,,10:00,Player Movement > Sub In > Away Player > Mary-Kay Naro,,,
,,10:00,Player Movement > Sub Out > Home Player > Tegan Graham,,,
,,10:00,Player Movement > Sub In > Home Player > Paisley Johnson,,,
,,9:45,Personal Foul > Defensive - Any > Rachel Bowers,,,
BYU,4,9:41,13 Paisley Johnson > Off Screen > To Shooter's Right > Flare > To Basket > Make 2 Pts,31,-,63
,,9:41,Shot > Paisley Johnson > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,9:41,Misc Stat > Assist > Nani Falatea,,,
BSU,4,9:21,33 Abby Muse > Cut > Screen > Foul,33,-,63
,,9:21,Personal Foul > Defensive - Any > Lauren Gustin,,,
BSU,4,9:21,33 Abby Muse > Non Possession > Free Throw,32,-,63
,,9:21,Shot > Abby Muse > Free Throw > Made,,,
BSU,4,9:21,33 Abby Muse > Non Possession > Free Throw,33,-,63
,,9:21,Shot > Abby Muse > Free Throw > Made,,,
BYU,4,9:08,12 Lauren Gustin > Post-Up > Left Block > Post Pin > No Dribble Move > To Basket > Miss 2 Pts,33,-,63
,,9:08,Shot > Lauren Gustin > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,9:04,Misc Stat > Defensive Rebound > Rachel Bowers,,,
BSU,4,8:42,25 Rachel Bowers > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts,33,-,63
,,8:42,Shot > Rachel Bowers > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,8:39,Misc Stat > Defensive Rebound > Lauren Gustin,,,
BYU,4,8:33,25 Emma Calvert > Post-Up > Flash Middle > Post Pin > No Dribble Move > To Basket > Make 2 Pts,33,-,65
,,8:33,Shot > Emma Calvert > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,8:33,Misc Stat > Assist > Arielle Mackeywilliams,,,
BSU,4,8:09,15 Dominique Leonidas > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Turnover,33,-,65
,,8:09,Player Movement > Sub In > Away Player > Sydney Mcquietor,,,
,,8:09,Player Movement > Sub Out > Home Player > Paisley Johnson,,,
,,8:09,Player Movement > Sub In > Home Player > Rose Bubakar,,,
,,8:09,Player Movement > Sub Out > Away Player > Rachel Bowers,,,
,,8:09,Turnover > Any Type > Dominique Leonidas,,,
BYU,4,7:55,12 Lauren Gustin > Spot-Up > Drives Right > To Basket > Foul,33,-,66
,,7:55,Personal Foul > Defensive - Any > Sydney Mcquietor,,,
BYU,4,7:55,12 Lauren Gustin > Non Possession > Free Throw,33,-,66
,,7:55,Shot > Lauren Gustin > Free Throw > Made,,,
BYU,4,7:55,12 Lauren Gustin > Non Possession > Free Throw,33,-,66
,,7:55,Shot > Lauren Gustin > Free Throw > Missed,,,
,,7:54,Misc Stat > Defensive Rebound > Abby Muse,,,
BSU,4,7:42,21 Sydney McQuietor > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Miss 2 Pts,33,-,66
,,7:42,Misc Stat > Block > Emma Calvert,,,
BSU,4,7:33,33 Abby Muse > Cut > Flash > Turnover,33,-,66
,,7:33,Player Movement > Sub Out > Home Player > Lauren Gustin,,,
,,7:33,Player Movement > Sub In > Home Player > Sara Hamson,,,
BYU,4,7:30,3 Nani Falatea > P&R Ball Handler > High P&R > Takes Early Jump Shot > Dribble Jumper > Long/3pt > Make 3 Pts,33,-,69
,,7:30,Shot > Nani Falatea > Any Type > 3 Point Attempt > Make 3 Pts,,,
BSU,4,7:07,12 Mary-Kay Naro > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,33,-,69
,,,Ball Delivered,,,
,,,21 Sydney McQuietor > P&R Roll Man > Rolls to Basket > Foul,,,
,,7:07,Personal Foul > Defensive - Any > Emma Calvert,,,
BSU,4,7:07,21 Sydney McQuietor > Non Possession > Free Throw,33,-,69
,,7:07,Shot > Sydney Mcquietor > Free Throw > Missed,,,
,,7:07,Misc Stat > Team Offensive Rebound > Away,,,
BSU,4,7:07,21 Sydney McQuietor > Non Possession > Free Throw,34,-,69
,,7:07,Shot > Sydney Mcquietor > Free Throw > Made,,,
BYU,4,6:43,25 Emma Calvert > Cut > Basket > Make 2 Pts Foul > 1 Pts,34,-,72
,,6:43,Shot > Emma Calvert > Any Type > 2 Point Attempt > Make 2 Pts,,,
,,6:43,Personal Foul > Defensive - Any > Sydney Mcquietor,,,
,,6:43,Misc Stat > Assist > Arielle Mackeywilliams,,,
,,6:43,Player Movement > Sub In > Home Player > Kate Vorwaller,,,
,,6:43,Player Movement > Sub Out > Home Player > Sara Hamson,,,
BYU,4,6:43,25 Emma Calvert > Non Possession > Free Throw,34,-,70
,,6:43,Shot > Emma Calvert > Free Throw > Made,,,
BSU,4,6:26,33 Abby Muse > Cut > Flash > Miss 2 Pts,34,-,72
,,6:26,Shot > Abby Muse > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,6:23,Misc Stat > Defensive Rebound > Arielle Mackeywilliams,,,
BYU,4,6:20,4 Arielle MackeyWilliams > Transition > Ballhandler > Turnover,34,-,72
,,6:20,Turnover > Any Type > Arielle Mackeywilliams,,,
,,6:20,Misc Stat > Steal > Abby Muse,,,
BSU,4,5:53,12 Mary-Kay Naro > P&R Ball Handler > Left P&R > Side > Go Away from Pick > To Basket > Make 2 Pts,36,-,72
,,5:53,Shot > Mary-Kay Naro > Any Type > 2 Point Attempt > Make 2 Pts,,,
BYU,4,5:35,24 Rose Bubakar > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,36,-,75
,,5:35,Shot > Rose Bubakar > Any Type > 3 Point Attempt > Make 3 Pts,,,
,,5:35,Misc Stat > Assist > Kate Vorwaller,,,
BSU,4,5:15,15 Dominique Leonidas > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits,36,-,75
,,,Ball Delivered,,,
,,,33 Abby Muse > Cut > Basket > Miss 2 Pts,,,
,,5:15,Shot > Abby Muse > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,5:11,Misc Stat > Defensive Rebound > Emma Calvert,,,
BYU,4,5:00,25 Emma Calvert > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,36,-,75
,,5:00,Shot > Emma Calvert > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,4:56,Misc Stat > Defensive Rebound > Abby Muse,,,
BSU,4,4:36,21 Sydney McQuietor > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Miss 2 Pts,36,-,75
,,4:36,Shot > Sydney Mcquietor > Any Type > 2 Point Attempt > Miss 2 Pts,,,
BSU,4,4:33,33 Abby Muse > Offensive Rebound > Long > Run Offense,36,-,75
,,4:33,Misc Stat > Offensive Rebound > Abby Muse,,,
BSU,4,4:30,12 Mary-Kay Naro > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,36,-,75
,,4:30,Shot > Mary-Kay Naro > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BSU,4,4:27,21 Sydney McQuietor > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts,36,-,75
,,4:27,Misc Stat > Offensive Rebound > Sydney Mcquietor,,,
BSU,4,4:26,12 Mary-Kay Naro > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts,36,-,75
,,4:26,Shot > Mary-Kay Naro > Any Type > 2 Point Attempt > Miss 2 Pts,,,
,,4:22,Misc Stat > Offensive Rebound > Mary-Kay Naro,,,
,,4:18,Misc Stat > Defensive Rebound > Kate Vorwaller,,,
BYU,4,4:01,24 Rose Bubakar > Spot-Up > Drives Left > To Basket > Make 2 Pts,36,-,77
,,4:01,Shot > Rose Bubakar > Any Type > 2 Point Attempt > Make 2 Pts,,,
BSU,4,3:40,11 Kaitlin Burgess > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,36,-,77
,,3:40,Shot > Kaitlin Burgess > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,3:39,Misc Stat > Team Defensive Rebound > Home,,,
BYU,4,3:21,24 Rose Bubakar > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,36,-,77
,,3:21,Shot > Rose Bubakar > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,3:39,Player Movement > Sub Out > Away Player > Sydney Mcquietor,,,
,,3:39,Player Movement > Sub Out > Away Player > Abby Muse,,,
,,3:39,Player Movement > Sub In > Away Player > Anna Ostlie,,,
,,3:39,Player Movement > Sub In > Away Player > Rachel Bowers,,,
,,3:39,Player Movement > Sub In > Away Player > Trista Hull,,,
,,3:39,Player Movement > Sub Out > Away Player > Kaitlin Burgess,,,
BYU,4,3:18,30 Kate Vorwaller > Offensive Rebound > Long > Scoring Attempt > At Basket > Foul,36,-,78
,,3:18,Misc Stat > Offensive Rebound > Kate Vorwaller,,,
,,3:17,Personal Foul > Defensive - Any > Anna Ostlie,,,
BYU,4,3:17,30 Kate Vorwaller > Non Possession > Free Throw,36,-,78
,,3:17,Shot > Kate Vorwaller > Free Throw > Made,,,
BYU,4,3:17,30 Kate Vorwaller > Non Possession > Free Throw,36,-,78
,,3:17,Shot > Kate Vorwaller > Free Throw > Missed,,,
,,3:17,Misc Stat > Team Defensive Rebound > Away,,,
,,3:17,Personal Foul > Defensive - Any > Rose Bubakar,,,
BSU,4,3:13,14 Anna Ostlie > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,36,-,78
,,3:13,Shot > Anna Ostlie > Any Type > 3 Point Attempt > Miss 3 Pts,,,
BSU,4,3:10,15 Dominique Leonidas > Offensive Rebound > Long > Run Offense,36,-,78
,,3:10,Misc Stat > Offensive Rebound > Dominique Leonidas,,,
